_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	network_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Tue May 02 15:15:00 UTC 2017	405.0	1.590317056E9	8015734.0	32.0	3.180544E7	132789.171875	80.0	9.54691584E8	18692.94921875	93.0	90.0	6.8929536E8	7.02500864E8	1274470.0	1957348.5	0.09749999642372131	0.18524999916553497	0.16975000500679016	0.9567499756813049	0.7106558680534363	600.0	28826.0	28599.0	24154.0	23934.0	15.0	17.0	0.0	0.0	9.29682384E8	9.36069135E8	3.42575566E8	2.93155639E8	3.43843589E8	3.0116609E8	2.76154547E8	7.7579953E7	7.7579953E7	3.5687897E7	4.7670128E7	
Tue May 02 15:14:00 UTC 2017	387.0	1.591443456E9	8360071.0	33.0	3.1117312E7	146609.328125	80.0	9.54814464E8	18692.94921875	101.0	90.0	6.86575616E8	7.01329408E8	1274470.0	1957348.5	0.07900000363588333	0.18799999356269836	0.16725000739097595	0.956250011920929	0.7104910016059875	600.0	28002.0	27776.0	23001.0	22803.0	12.0	11.0	0.0	0.0	1.026050867E9	1.117072893E9	3.3739711E8	3.50058304E8	3.19278239E8	2.89177167E8	3.16185965E8	7.6183471E7	7.6183471E7	4.7271832E7	4.5459552E7	
Tue May 02 15:13:00 UTC 2017	399.0	1.590595584E9	8175546.0	34.0	3.016704E7	146609.328125	94.0	9.54703872E8	22699.6015625	110.0	93.0	6.85268992E8	6.97806848E8	1274470.0	1957348.5	0.08624999970197678	0.19499999284744263	0.1717499941587448	0.9537500143051147	0.7101812958717346	600.0	27398.0	27165.0	21626.0	21480.0	10.0	10.0	0.0	0.0	1.23371036E9	1.315339847E9	4.40402605E8	4.23600345E8	1.67210636E8	2.60933092E8	3.44536296E8	8.1779888E7	8.1779888E7	5.529653E7	3.7387371E7	
Tue May 02 15:12:00 UTC 2017	401.0	1.590726656E9	8048412.0	33.0	3.0941184E7	141971.46875	96.0	9.54138624E8	22699.6015625	101.0	93.0	6.80988672E8	6.95349248E8	1274470.0	1957348.5	0.0807500034570694	0.1850000023841858	0.18850000202655792	0.9559999704360962	0.7100741267204285	579.0	26633.0	26435.0	20422.0	20256.0	10.0	8.0	0.0	0.0	9.5751141E8	9.00053229E8	3.75874729E8	3.18397623E8	2.69526439E8	3.28103883E8	2.81276907E8	7.5233667E7	7.5233667E7	4.2575541E7	4.6404093E7	
Tue May 02 15:11:00 UTC 2017	398.0	1.59066112E9	8048412.0	33.0	3.0928896E7	132947.59375	83.0	9.53974784E8	19146.517578125	82.0	103.0	6.81517056E8	6.94534144E8	1274470.0	1957348.5	0.08150000125169754	0.18524999916553497	0.19724999368190765	0.9570000171661377	0.7099053263664246	579.0	25750.0	25555.0	19344.0	19188.0	5.0	6.0	0.0	0.0	8.49273297E8	1.122833889E9	3.03641316E8	2.48305021E8	3.10740285E8	2.90198637E8	2.70040642E8	7.3863395E7	7.3863395E7	3.4684459E7	3.9384487E7	
Tue May 02 15:10:00 UTC 2017	384.0	1.591201792E9	8397500.0	34.0	3.2612352E7	132947.59375	84.0	9.53741312E8	19168.44140625	102.0	93.0	6.7842048E8	6.91863552E8	1750692.5	1602433.875	0.07774999737739563	0.1927500069141388	0.16625000536441803	0.9574999809265137	0.7097321152687073	579.0	24945.0	24778.0	18169.0	18014.0	5.0	4.0	0.0	0.0	9.88768145E8	1.22416492E9	1.7019412E8	4.43812206E8	3.12585723E8	3.65326156E8	3.0085163E8	7.6057958E7	7.6057958E7	4.0094178E7	3.5750443E7	
Tue May 02 15:09:00 UTC 2017	396.0	1.590767616E9	8397500.0	34.0	3.1072256E7	145490.625	92.0	9.53450496E8	21125.3828125	104.0	94.0	6.7223552E8	6.89999872E8	1750692.5	1602433.875	0.08299999684095383	0.18774999678134918	0.1784999966621399	0.9547500014305115	0.711491048336029	540.0	24288.0	24131.0	16860.0	16703.0	5.0	3.0	0.0	0.0	1.128513951E9	1.355374266E9	2.93754308E8	3.08910595E8	2.28323951E8	3.39620984E8	3.19727502E8	7.8561321E7	7.8561321E7	3.6258804E7	3.6144104E7	
Tue May 02 15:08:00 UTC 2017	401.0	1.59102976E9	8397500.0	34.0	3.1719424E7	136478.359375	87.0	9.53700352E8	21125.3828125	99.0	92.0	6.69003776E8	6.8804608E8	1650065.75	null	0.08275000005960464	0.1847500056028366	0.16725000739097595	0.9572499990463257	0.7114612460136414	540.0	23556.0	23389.0	15631.0	15490.0	4.0	3.0	0.0	0.0	9.94650454E8	1.099027666E9	3.66575203E8	3.03181978E8	2.67919157E8	3.4030804E8	2.89138138E8	7.4970023E7	7.4970023E7	4.2305011E7	4.2802739E7	
Tue May 02 15:07:00 UTC 2017	400.0	1.591144448E9	8397500.0	33.0	2.932736E7	136478.359375	84.0	9.53217024E8	21125.3828125	106.0	91.0	6.67938816E8	6.84457984E8	1650065.75	null	0.08399999886751175	0.18774999678134918	0.17225000262260437	0.9567499756813049	0.7095628380775452	540.0	22788.0	22658.0	14448.0	14279.0	3.0	3.0	0.0	0.0	1.126217261E9	1.128639768E9	2.6352962E8	4.00089326E8	3.99295529E8	2.88974238E8	3.09207574E8	7.6710288E7	7.6710288E7	3.7520699E7	4.0510268E7	
Tue May 02 15:06:00 UTC 2017	390.0	1.591341056E9	8397500.0	32.0	3.0728192E7	128484.703125	86.0	9.53376768E8	21125.3828125	103.0	90.0	6.65567232E8	6.82418176E8	1650065.75	null	0.07975000143051147	0.18674999475479126	0.16775000095367432	0.9564999938011169	0.7094806432723999	537.0	22101.0	21966.0	13184.0	13050.0	3.0	2.0	0.0	0.0	1.319330705E9	1.074152189E9	3.41022649E8	3.67888974E8	3.2834945E8	3.06972069E8	3.12724481E8	7.4228327E7	7.4228327E7	3.5042035E7	3.8930065E7	
