('profile: ', [(0, 3), (1, 3), (0, 3), (7, 3), (65, 3), (139, 3), (167, 3), (208, 3), (265, 3), (278, 3), (315, 3), (379, 3), (433, 3), (488, 3), (554, 3), (600, 3)])
('2017-05-14 07:57:37', 1494748657, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 08:00:38', 1494748838, 'Users=', 1, 'Duration=', 3, 'min')
('2017-05-14 08:03:38', 1494749018, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 08:06:38', 1494749198, 'Users=', 7, 'Duration=', 3, 'min')
('2017-05-14 08:09:38', 1494749378, 'Users=', 65, 'Duration=', 3, 'min')
('2017-05-14 08:12:38', 1494749558, 'Users=', 139, 'Duration=', 3, 'min')
('2017-05-14 08:15:38', 1494749738, 'Users=', 167, 'Duration=', 3, 'min')
('2017-05-14 08:18:38', 1494749918, 'Users=', 208, 'Duration=', 3, 'min')
('2017-05-14 08:21:38', 1494750098, 'Users=', 265, 'Duration=', 3, 'min')
('2017-05-14 08:24:38', 1494750278, 'Users=', 278, 'Duration=', 3, 'min')
('2017-05-14 08:27:38', 1494750458, 'Users=', 315, 'Duration=', 3, 'min')
('2017-05-14 08:30:38', 1494750638, 'Users=', 379, 'Duration=', 3, 'min')
('2017-05-14 08:33:39', 1494750819, 'Users=', 433, 'Duration=', 3, 'min')
('2017-05-14 08:36:39', 1494750999, 'Users=', 488, 'Duration=', 3, 'min')
('2017-05-14 08:39:39', 1494751179, 'Users=', 554, 'Duration=', 3, 'min')
('2017-05-14 08:42:39', 1494751359, 'Users=', 600, 'Duration=', 3, 'min')
