('profile: ', [(0, 3), (0, 3), (0, 3), (67, 3), (123, 3), (186, 3), (271, 3), (328, 3), (338, 3), (421, 3), (503, 3), (510, 3), (538, 3), (566, 3), (568, 3), (600, 3)])
('2017-05-13 07:59:36', 1494662376, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 08:02:36', 1494662556, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 08:05:36', 1494662736, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 08:08:36', 1494662916, 'Users=', 67, 'Duration=', 3, 'min')
('2017-05-13 08:11:36', 1494663096, 'Users=', 123, 'Duration=', 3, 'min')
('2017-05-13 08:14:36', 1494663276, 'Users=', 186, 'Duration=', 3, 'min')
('2017-05-13 08:17:37', 1494663457, 'Users=', 271, 'Duration=', 3, 'min')
('2017-05-13 08:20:37', 1494663637, 'Users=', 328, 'Duration=', 3, 'min')
('2017-05-13 08:23:37', 1494663817, 'Users=', 338, 'Duration=', 3, 'min')
('2017-05-13 08:26:37', 1494663997, 'Users=', 421, 'Duration=', 3, 'min')
('2017-05-13 08:29:37', 1494664177, 'Users=', 503, 'Duration=', 3, 'min')
('2017-05-13 08:32:37', 1494664357, 'Users=', 510, 'Duration=', 3, 'min')
('2017-05-13 08:35:37', 1494664537, 'Users=', 538, 'Duration=', 3, 'min')
('2017-05-13 08:38:37', 1494664717, 'Users=', 566, 'Duration=', 3, 'min')
('2017-05-13 08:41:37', 1494664897, 'Users=', 568, 'Duration=', 3, 'min')
('2017-05-13 08:44:37', 1494665077, 'Users=', 600, 'Duration=', 3, 'min')
