_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Sat May 13 07:08:00 UTC 2017	988.0	1.497247744E9	1.8366488E7	75.0	2.5280512E7	264273.8125	122.0	8.8006656E8	40924.90234375	186.0	169.0	1.109590016E9	1.116184576E9	3606912.0	0.10249999910593033	0.23800000548362732	0.24025000631809235	0.3567500114440918	0.8318654298782349	600.0	49709.0	50010.0	4096.0	4108.0	7.0	11.0	0.0	0.0	3.60931834E8	3.80391596E8	9.0724305E7	9.537451E7	8.7695928E7	9.3685213E7	1.18368465E8	6.2602045E7	6.2602045E7	1.0265455E7	7485575.0	
Sat May 13 07:07:00 UTC 2017	993.0	1.496334336E9	1.8366488E7	76.0	2.527232E7	264875.03125	124.0	8.79673344E8	42454.59375	193.0	172.0	1.109573632E9	1.115000832E9	3672486.0	0.10350000113248825	0.2304999977350235	0.2487500011920929	0.3564999997615814	0.8316810131072998	600.0	48129.0	48380.0	3719.0	3760.0	6.0	10.0	0.0	0.0	3.80921173E8	3.74549241E8	9.2041469E7	8.0492134E7	9.191066E7	8.0189998E7	1.15225534E8	6.1267196E7	6.1267196E7	8138474.0	7810550.0	
Sat May 13 07:06:00 UTC 2017	998.0	1.495527424E9	1.8530854E7	75.0	2.615296E7	264875.03125	126.0	8.788992E8	42454.59375	192.0	173.0	1.109487616E9	1.115820032E9	3725125.25	0.10750000178813934	0.2382500022649765	0.24324999749660492	0.34549999237060547	0.8313849568367004	600.0	46516.0	46799.0	3367.0	3355.0	4.0	10.0	0.0	0.0	3.81750226E8	3.44007098E8	9.0437261E7	8.2751635E7	8.5880727E7	1.00768103E8	1.19672719E8	6.2605969E7	6.2605969E7	7713718.0	7776276.0	
Sat May 13 07:05:00 UTC 2017	987.0	1.4954496E9	1.84135E7	75.0	2.5243648E7	264875.03125	123.0	8.79026176E8	42454.59375	192.0	173.0	1.109295104E9	1.11603712E9	3731594.5	0.12825000286102295	0.2317499965429306	0.24650000035762787	0.3564999997615814	0.8312225341796875	575.0	44901.0	45117.0	3008.0	3051.0	4.0	8.0	0.0	0.0	3.16222741E8	3.21820181E8	8.328409E7	8.1488962E7	7.4431912E7	8.2913646E7	1.12943982E8	6.0898144E7	6.0898144E7	6951017.0	9141188.0	
Sat May 13 07:04:00 UTC 2017	994.0	1.496322048E9	1.84135E7	75.0	2.5337856E7	264875.03125	123.0	8.78587904E8	42341.0390625	197.0	174.0	1.110016E9	1.11464448E9	3750065.75	0.1002499982714653	0.2345000058412552	0.24300000071525574	0.35350000858306885	0.830811083316803	575.0	43253.0	43459.0	2687.0	2727.0	4.0	6.0	0.0	0.0	3.43903356E8	3.39503174E8	8.0863362E7	8.7684995E7	7.4424969E7	9.2954517E7	1.15922307E8	6.1258944E7	6.1258944E7	8041014.0	7203875.0	
Sat May 13 07:03:00 UTC 2017	991.0	1.494806528E9	1.84135E7	74.0	2.4354816E7	264875.03125	123.0	8.7830528E8	42326.15625	190.0	166.0	1.109884928E9	1.114865664E9	3683492.5	0.10499999672174454	0.23925000429153442	0.2590000033378601	0.351500004529953	0.8306980133056641	575.0	41624.0	41819.0	2358.0	2395.0	3.0	5.0	0.0	0.0	3.37964598E8	3.61388715E8	8.2822611E7	8.7913274E7	9.4854363E7	8.5581008E7	1.14451947E8	6.1032483E7	6.1032483E7	7944403.0	8625949.0	
Sat May 13 07:02:00 UTC 2017	984.0	1.496485888E9	1.84135E7	76.0	2.4383488E7	250261.171875	125.0	8.77694976E8	42580.8046875	192.0	166.0	1.10942208E9	1.115439104E9	3716658.0	0.09925000369548798	0.22824999690055847	0.24774999916553497	0.3569999933242798	0.8306231498718262	540.0	39982.0	40158.0	2042.0	2066.0	3.0	3.0	0.0	0.0	3.20745379E8	3.17220463E8	9.5238385E7	8.0724138E7	9.7655548E7	9.4210476E7	1.14284223E8	6.138147E7	6.138147E7	8178728.0	7969378.0	
Sat May 13 07:01:00 UTC 2017	991.0	1.495789568E9	1.8581406E7	75.0	2.4424448E7	263478.25	124.0	8.77068288E8	42580.8046875	193.0	172.0	1.108881408E9	1.1148288E9	3716658.0	0.10875000059604645	0.2342499941587448	0.24525000154972076	0.3512499928474426	0.8304905891418457	540.0	38311.0	38484.0	1758.0	1783.0	2.0	2.0	0.0	0.0	3.18499809E8	3.10616994E8	8.1733319E7	8.3837723E7	7.7958672E7	8.5898453E7	1.12367294E8	6.1457815E7	6.1457815E7	7244381.0	7259657.0	
Sat May 13 07:00:00 UTC 2017	995.0	1.496047616E9	1.849729E7	75.0	2.4449024E7	257501.75	125.0	8.77051904E8	42580.8046875	195.0	171.0	1.109614592E9	1.114820608E9	3702327.75	0.10400000214576721	0.2290000021457672	0.23925000429153442	0.34450000524520874	0.830428957939148	540.0	36654.0	36850.0	1449.0	1437.0	1.0	2.0	0.0	0.0	3.61241709E8	3.35174449E8	9.3184475E7	8.2062965E7	8.5429345E7	7.835433E7	1.16142321E8	6.172125E7	6.172125E7	8924308.0	7796056.0	
Sat May 13 06:59:00 UTC 2017	990.0	1.496461312E9	1.81979E7	74.0	2.445312E7	254941.765625	130.0	8.76675072E8	41168.93359375	186.0	171.0	1.109491712E9	1.115578368E9	3606188.0	0.10275000333786011	0.23325000703334808	0.2524999976158142	0.3607499897480011	0.8324927091598511	517.0	35007.0	35197.0	1143.0	1128.0	0.0	1.0	0.0	0.0	3.14363594E8	3.21249322E8	8.1443692E7	8.1446317E7	9.3487456E7	8.021163E7	1.11625465E8	6.0345495E7	6.0345495E7	9663673.0	7166000.0	
Sat May 13 06:58:00 UTC 2017	986.0	1.494614016E9	1.81979E7	73.0	2.4358912E7	263104.71875	128.0	8.76032E8	41168.93359375	180.0	167.0	1.106010112E9	1.11153152E9	3606188.0	0.09674999862909317	0.21850000321865082	0.23874999582767487	0.33899998664855957	0.8301319479942322	517.0	33328.0	33497.0	858.0	848.0	0.0	0.0	0.0	0.0	3.10782078E8	3.08126228E8	7.3902747E7	8.8887085E7	7.9325533E7	7.7689274E7	1.11775476E8	5.9517815E7	5.9517815E7	7285732.0	9382135.0	
Sat May 13 06:57:00 UTC 2017	965.0	1.495003136E9	1.7567766E7	72.0	2.51904E7	247247.390625	126.0	8.75556864E8	42051.54296875	183.0	162.0	1.105588224E9	1.112252416E9	3647110.5	0.10125000029802322	0.2224999964237213	0.2304999977350235	0.3370000123977661	0.8298466801643372	517.0	31679.0	31836.0	702.0	692.0	0.0	0.0	0.0	0.0	2.81675714E8	2.94505362E8	6.9605818E7	8.0161903E7	6.4341079E7	6.4992361E7	1.07707918E8	5.6692276E7	5.6692276E7	6707123.0	6710448.0	
Sat May 13 06:56:00 UTC 2017	954.0	1.496522752E9	1.7567766E7	70.0	2.3834624E7	247247.390625	130.0	8.75536384E8	42051.54296875	176.0	161.0	1.106018304E9	1.112076288E9	3536815.75	0.10275000333786011	0.21875	0.2345000058412552	0.34474998712539673	0.8299499154090881	449.0	30089.0	30251.0	543.0	520.0	0.0	0.0	0.0	0.0	2.78702892E8	2.90443823E8	6.4223028E7	6.469885E7	6.4333779E7	7.2750247E7	1.07277948E8	5.5213559E7	5.5213559E7	6043371.0	5535350.0	
Sat May 13 06:55:00 UTC 2017	944.0	1.494786048E9	1.7567766E7	70.0	2.4457216E7	247247.390625	124.0	8.75220992E8	38331.7734375	174.0	156.0	1.105518592E9	1.110941696E9	3536815.75	0.13075000047683716	0.21674999594688416	0.24025000631809235	0.32475000619888306	0.8315562009811401	449.0	28439.0	28567.0	452.0	440.0	0.0	0.0	0.0	0.0	2.05357783E8	2.16255726E8	5.5088849E7	6.1312889E7	6.2127513E7	6.0671179E7	1.0088067E8	5.2532446E7	5.2532446E7	4767209.0	5103098.0	
Sat May 13 06:54:00 UTC 2017	924.0	1.495257088E9	1.7469978E7	68.0	2.4743936E7	247247.390625	123.0	8.749056E8	38895.10546875	176.0	155.0	1.105440768E9	1.110933504E9	3536815.75	0.09600000083446503	0.21150000393390656	0.22075000405311584	0.3395000100135803	0.8299455642700195	449.0	26894.0	27006.0	364.0	354.0	0.0	0.0	0.0	0.0	2.15413306E8	2.29651035E8	5.8588261E7	5.6182653E7	6.0538028E7	5.6716479E7	1.01672081E8	4.7308536E7	4.7308536E7	5153025.0	5252116.0	
Sat May 13 06:53:00 UTC 2017	920.0	1.494990848E9	1.6982416E7	67.0	2.5239552E7	246924.71875	129.0	8.74221568E8	38895.10546875	172.0	154.0	1.105395712E9	1.110953984E9	3447952.75	0.09950000047683716	0.21799999475479126	0.2290000021457672	0.3292500078678131	0.8296769261360168	406.0	25379.0	25483.0	285.0	294.0	0.0	0.0	0.0	0.0	2.19514742E8	2.05282624E8	5.7026392E7	5.6493347E7	5.4724069E7	5.8969621E7	1.02171785E8	4.5829347E7	4.5829347E7	5148309.0	5323529.0	
Sat May 13 06:52:00 UTC 2017	911.0	1.495552E9	1.6972976E7	66.0	2.3658496E7	246406.953125	124.0	8.73631744E8	37005.30859375	169.0	151.0	1.105338368E9	1.110974464E9	3001256.25	0.10525000095367432	0.2070000022649765	0.20874999463558197	0.32600000500679016	0.8292081952095032	406.0	23862.0	23963.0	212.0	220.0	0.0	0.0	0.0	0.0	1.98016108E8	2.06425306E8	5.6868676E7	5.4412933E7	5.4230546E7	5.1899912E7	9.9364556E7	4.5058675E7	4.5058675E7	4333674.0	4619585.0	
Sat May 13 06:51:00 UTC 2017	901.0	1.494634496E9	1.5846868E7	64.0	2.4408064E7	242376.9375	124.0	8.73422848E8	36677.6875	163.0	151.0	1.1052032E9	1.110802432E9	3001256.25	0.1014999970793724	0.21199999749660492	0.22474999725818634	0.3179999887943268	0.8290663361549377	406.0	22363.0	22479.0	194.0	181.0	0.0	0.0	0.0	0.0	1.87289835E8	1.91966047E8	5.1406021E7	4.994543E7	4.9510664E7	5.0896307E7	9.5751893E7	3.8600568E7	3.8600568E7	4316215.0	4374830.0	
Sat May 13 06:50:00 UTC 2017	873.0	1.494396928E9	1.5846868E7	62.0	2.3744512E7	231071.296875	128.0	8.7308288E8	30428.998046875	160.0	142.0	1.104277504E9	1.110114304E9	3001256.25	0.10350000113248825	0.20200000703334808	0.21549999713897705	0.3140000104904175	0.8284474015235901	379.0	20885.0	21027.0	176.0	143.0	0.0	0.0	0.0	0.0	1.90071564E8	1.86495918E8	5.2576475E7	4.9083197E7	5.2772429E7	5.3876583E7	9.5142855E7	3.3827886E7	3.3827886E7	3696667.0	4234405.0	
Sat May 13 06:49:00 UTC 2017	835.0	1.49272576E9	1.3370322E7	53.0	2.3007232E7	199604.8125	106.0	8.73115648E8	30428.998046875	134.0	122.0	1.104756736E9	1.110781952E9	3001256.25	0.09449999779462814	0.19175000488758087	0.23800000548362732	0.2787500023841858	0.8288691639900208	379.0	19422.0	19540.0	157.0	138.0	0.0	0.0	0.0	0.0	1.05809406E8	1.06891384E8	4.2114275E7	3.2976332E7	3.4683893E7	3.3652382E7	8.0070514E7	1.3706785E7	1.3706785E7	3120214.0	3211700.0	
Sat May 13 06:48:00 UTC 2017	715.0	1.496756224E9	1.3421699E7	63.0	2.217984E7	223098.296875	124.0	8.81405952E8	33669.578125	147.0	135.0	1.104687104E9	1.110859776E9	3001256.25	0.09825000166893005	0.1927500069141388	0.4959999918937683	0.28450000286102295	0.8286812901496887	379.0	18138.0	18234.0	121.0	104.0	0.0	0.0	0.0	0.0	1.68093136E8	1.63411187E8	4.9031238E7	4.674648E7	4.6893529E7	5.4677447E7	8.9452817E7	1.7455374E7	1.7455374E7	3926079.0	4217640.0	
Sat May 13 06:47:00 UTC 2017	779.0	1.483620352E9	1.3421699E7	60.0	2.3044096E7	204862.0	122.0	8.9247744E8	32162.890625	148.0	130.0	1.104392192E9	1.111007232E9	3001256.25	0.0989999994635582	0.19300000369548798	0.367249995470047	0.29774999618530273	0.8260920643806458	340.0	18009.0	18234.0	121.0	104.0	0.0	0.0	0.0	0.0	9.8134682E7	9.9131436E7	2.6530644E7	2.3618168E7	3.2902417E7	2.3234929E7	7.2721034E7	1.1165015E7	1.1165015E7	2624848.0	2545966.0	
Sat May 13 06:46:00 UTC 2017	775.0	1.476550656E9	1.3421699E7	55.0	2.3576576E7	204862.0	118.0	8.9184256E8	32162.890625	145.0	126.0	1.10450688E9	1.110355968E9	2924031.0	0.09825000166893005	0.19349999725818634	0.19724999368190765	0.27399998903274536	0.827948808670044	340.0	16654.0	16770.0	98.0	75.0	0.0	0.0	0.0	0.0	8.9529667E7	8.663992E7	3.2066626E7	2.7819114E7	2.7507736E7	2.5967359E7	6.7410345E7	1.0332885E7	1.0332885E7	2587202.0	2267101.0	
Sat May 13 06:45:00 UTC 2017	738.0	1.493692416E9	1.3421699E7	54.0	2.269184E7	176855.5	117.0	8.92133376E8	32162.890625	140.0	125.0	1.1045888E9	1.110437888E9	2742804.0	0.12999999523162842	0.1927500069141388	0.18725000321865082	0.289249986410141	0.8273264765739441	340.0	15318.0	15440.0	97.0	74.0	0.0	0.0	0.0	0.0	8.4669833E7	8.6726637E7	3.5359502E7	2.4644643E7	1.7549118E7	2.506773E7	6.2624317E7	9176850.0	9176850.0	2883834.0	2424922.0	
Sat May 13 06:44:00 UTC 2017	730.0	1.484013568E9	1.3421699E7	51.0	2.2863872E7	176855.5	115.0	8.91703296E8	31665.142578125	137.0	118.0	1.104551936E9	1.109569536E9	2742804.0	0.10050000250339508	0.1837500035762787	0.1899999976158142	0.27024999260902405	0.829833984375	320.0	14054.0	14170.0	94.0	70.0	0.0	0.0	0.0	0.0	7.4955393E7	7.7361089E7	1.797098E7	1.5949137E7	1.3428545E7	2.1392993E7	5.0740575E7	8229100.0	8229100.0	2185799.0	2026736.0	
