('profile: ', [(0, 3), (0, 3), (36, 3), (106, 3), (120, 3), (116, 3), (177, 3), (252, 3), (281, 3), (325, 3), (381, 3), (410, 3), (421, 3), (487, 3), (551, 3), (600, 3)])
('2017-05-13 17:05:05', 1494695105, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 17:08:05', 1494695285, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-13 17:11:05', 1494695465, 'Users=', 36, 'Duration=', 3, 'min')
('2017-05-13 17:14:05', 1494695645, 'Users=', 106, 'Duration=', 3, 'min')
('2017-05-13 17:17:05', 1494695825, 'Users=', 120, 'Duration=', 3, 'min')
('2017-05-13 17:20:05', 1494696005, 'Users=', 116, 'Duration=', 3, 'min')
('2017-05-13 17:23:05', 1494696185, 'Users=', 177, 'Duration=', 3, 'min')
('2017-05-13 17:26:05', 1494696365, 'Users=', 252, 'Duration=', 3, 'min')
('2017-05-13 17:29:05', 1494696545, 'Users=', 281, 'Duration=', 3, 'min')
('2017-05-13 17:32:06', 1494696726, 'Users=', 325, 'Duration=', 3, 'min')
('2017-05-13 17:35:06', 1494696906, 'Users=', 381, 'Duration=', 3, 'min')
('2017-05-13 17:38:06', 1494697086, 'Users=', 410, 'Duration=', 3, 'min')
('2017-05-13 17:41:06', 1494697266, 'Users=', 421, 'Duration=', 3, 'min')
('2017-05-13 17:44:06', 1494697446, 'Users=', 487, 'Duration=', 3, 'min')
('2017-05-13 17:47:06', 1494697626, 'Users=', 551, 'Duration=', 3, 'min')
('2017-05-13 17:50:06', 1494697806, 'Users=', 600, 'Duration=', 3, 'min')
