_DATE	cpuusage_middle	memusage_middle	cpuusage_server	memusage_server	cpuusage_edge1	memusage_edge1	cpuusage_edge2	memusage_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	locustusers	status_200_count1	status_500_count1	status_0_count1	status_other_count1	status_200_count2	status_500_count2	status_0_count2	status_other_count2	
2017-04-15-19:39:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.78118144E8	0.0	1.038307328E9	0.0	0.9900000095367432	0.04399999976158142	0.060750000178813934	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:39:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.78118144E8	0.0	1.038307328E9	0.0	0.9900000095367432	0.04399999976158142	0.060750000178813934	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:38:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.79256832E8	0.0	1.039335424E9	0.04800000041723251	0.9897500276565552	0.052000001072883606	0.0637499988079071	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:38:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.79256832E8	0.0	1.039335424E9	0.04800000041723251	0.9897500276565552	0.052000001072883606	0.0637499988079071	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:37:00	0.0	1.275981824E9	0.0	315392.0	0.0	3.78290176E8	0.0	1.038544896E9	0.04800000041723251	0.9902499914169312	0.045499999076128006	0.06475000083446503	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:37:00	0.0	1.275981824E9	0.0	315392.0	0.0	3.78290176E8	0.0	1.038544896E9	0.04800000041723251	0.9902499914169312	0.045499999076128006	0.06475000083446503	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:36:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.79428864E8	0.0	1.038692352E9	0.04800000041723251	0.9900000095367432	0.045499999076128006	0.06549999862909317	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:36:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.79428864E8	0.0	1.038692352E9	0.04800000041723251	0.9900000095367432	0.045499999076128006	0.06549999862909317	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:35:00	0.0	1.276940288E9	0.0	2.2450176E7	0.0	3.7957632E8	0.0	1.038782464E9	0.051500000059604645	0.9902499914169312	0.051500000059604645	0.0625	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:35:00	0.0	1.276940288E9	0.0	2.2450176E7	0.0	3.7957632E8	0.0	1.038782464E9	0.051500000059604645	0.9902499914169312	0.051500000059604645	0.0625	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:34:00	0.0	1.276940288E9	0.0	2.2450176E7	0.0	3.79723776E8	0.0	1.038872576E9	0.06750000268220901	0.9900000095367432	0.05050000175833702	0.06525000184774399	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:34:00	0.0	1.276940288E9	0.0	2.2450176E7	0.0	3.79723776E8	0.0	1.038872576E9	0.06750000268220901	0.9900000095367432	0.05050000175833702	0.06525000184774399	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:33:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.78822656E8	0.0	1.039900672E9	0.04800000041723251	0.9904999732971191	0.04724999889731407	0.06575000286102295	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:33:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.78822656E8	0.0	1.039900672E9	0.04800000041723251	0.9904999732971191	0.04724999889731407	0.06575000286102295	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:32:00	0.0	1.276940288E9	0.0	2.2450176E7	0.0	3.78974208E8	0.0	1.040048128E9	0.04650000110268593	0.9894999861717224	0.04924999922513962	0.06224999949336052	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:32:00	0.0	1.276940288E9	0.0	2.2450176E7	0.0	3.78974208E8	0.0	1.040048128E9	0.04650000110268593	0.9894999861717224	0.04924999922513962	0.06224999949336052	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:31:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.79060224E8	0.0	1.04013824E9	0.0430000014603138	0.9902499914169312	0.04924999922513962	0.06300000101327896	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:31:00	0.0	1.275981824E9	0.0	2.2450176E7	0.0	3.79060224E8	0.0	1.04013824E9	0.0430000014603138	0.9902499914169312	0.04924999922513962	0.06300000101327896	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:30:00	0.0	1.276940288E9	0.0	2.2450176E7	0.0	3.7914624E8	0.0	1.040224256E9	0.04924999922513962	0.9890000224113464	0.0442500002682209	0.060499999672174454	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
2017-04-15-19:30:00	0.0	1.276940288E9	0.0	2.2450176E7	0.0	3.7914624E8	0.0	1.040224256E9	0.04924999922513962	0.9890000224113464	0.0442500002682209	0.060499999672174454	0.0	31471.0	1010.0	0.0	0.0	31714.0	1053.0	4.0	0.0	
