('profile: ', [(0, 3), (80, 3), (85, 3), (116, 3), (188, 3), (234, 3), (293, 3), (341, 3), (339, 3), (375, 3), (402, 3), (444, 3), (458, 3), (486, 3), (542, 3), (600, 3)])
('2017-05-15 21:08:43', 1494882523, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 21:11:44', 1494882704, 'Users=', 80, 'Duration=', 3, 'min')
('2017-05-15 21:14:44', 1494882884, 'Users=', 85, 'Duration=', 3, 'min')
('2017-05-15 21:17:44', 1494883064, 'Users=', 116, 'Duration=', 3, 'min')
('2017-05-15 21:20:44', 1494883244, 'Users=', 188, 'Duration=', 3, 'min')
('2017-05-15 21:23:44', 1494883424, 'Users=', 234, 'Duration=', 3, 'min')
('2017-05-15 21:26:44', 1494883604, 'Users=', 293, 'Duration=', 3, 'min')
('2017-05-15 21:29:44', 1494883784, 'Users=', 341, 'Duration=', 3, 'min')
('2017-05-15 21:32:44', 1494883964, 'Users=', 339, 'Duration=', 3, 'min')
('2017-05-15 21:35:44', 1494884144, 'Users=', 375, 'Duration=', 3, 'min')
('2017-05-15 21:38:44', 1494884324, 'Users=', 402, 'Duration=', 3, 'min')
('2017-05-15 21:41:44', 1494884504, 'Users=', 444, 'Duration=', 3, 'min')
('2017-05-15 21:44:45', 1494884685, 'Users=', 458, 'Duration=', 3, 'min')
('2017-05-15 21:47:45', 1494884865, 'Users=', 486, 'Duration=', 3, 'min')
('2017-05-15 21:50:45', 1494885045, 'Users=', 542, 'Duration=', 3, 'min')
('2017-05-15 21:53:45', 1494885225, 'Users=', 600, 'Duration=', 3, 'min')
