('profile: ', [(0, 3), (43, 3), (87, 3), (159, 3), (227, 3), (250, 3), (319, 3), (381, 3), (311, 3), (355, 3), (369, 3), (384, 3), (445, 3), (483, 3), (567, 3), (600, 3)])
('2017-05-15 00:29:30', 1494808170, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 00:32:30', 1494808350, 'Users=', 43, 'Duration=', 3, 'min')
('2017-05-15 00:35:30', 1494808530, 'Users=', 87, 'Duration=', 3, 'min')
('2017-05-15 00:38:30', 1494808710, 'Users=', 159, 'Duration=', 3, 'min')
('2017-05-15 00:41:30', 1494808890, 'Users=', 227, 'Duration=', 3, 'min')
('2017-05-15 00:44:31', 1494809071, 'Users=', 250, 'Duration=', 3, 'min')
('2017-05-15 00:47:31', 1494809251, 'Users=', 319, 'Duration=', 3, 'min')
('2017-05-15 00:50:31', 1494809431, 'Users=', 381, 'Duration=', 3, 'min')
('2017-05-15 00:53:31', 1494809611, 'Users=', 311, 'Duration=', 3, 'min')
('2017-05-15 00:56:31', 1494809791, 'Users=', 355, 'Duration=', 3, 'min')
('2017-05-15 00:59:31', 1494809971, 'Users=', 369, 'Duration=', 3, 'min')
('2017-05-15 01:02:31', 1494810151, 'Users=', 384, 'Duration=', 3, 'min')
('2017-05-15 01:05:31', 1494810331, 'Users=', 445, 'Duration=', 3, 'min')
('2017-05-15 01:08:31', 1494810511, 'Users=', 483, 'Duration=', 3, 'min')
('2017-05-15 01:11:31', 1494810691, 'Users=', 567, 'Duration=', 3, 'min')
('2017-05-15 01:14:31', 1494810871, 'Users=', 600, 'Duration=', 3, 'min')
