_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Mon May 15 02:57:00 UTC 2017	997.0	1.24084224E9	1.8264192E7	76.0	2.6550272E7	249548.90625	123.0	8.18610176E8	42007.20703125	195.0	171.0	1.247932416E9	1.24657664E9	3720823.25	0.0989999994635582	0.23199999332427979	0.24674999713897705	0.3472500145435333	0.8062912225723267	600.0	35360.0	35163.0	1921.0	2029.0	5.0	13.0	0.0	0.0	3.44165601E8	3.3597452E8	9.6612517E7	8.3957154E7	8.5363979E7	8.7005829E7	1.19413033E8	6.232373E7	6.232373E7	8126880.0	8935816.0	
Mon May 15 02:56:00 UTC 2017	997.0	1.248649216E9	1.8264192E7	77.0	2.5698304E7	249548.90625	123.0	8.18716672E8	42007.20703125	192.0	177.0	1.247719424E9	1.246756864E9	3592250.0	0.09849999845027924	0.23549999296665192	0.2750000059604645	0.3540000021457672	0.8067061305046082	600.0	33707.0	33550.0	1592.0	1717.0	1.0	4.0	0.0	0.0	3.55337778E8	3.48242403E8	8.1292445E7	8.5304965E7	9.256612E7	7.7980005E7	1.14639221E8	6.1591965E7	6.1591965E7	8013030.0	1.0563137E7	
Mon May 15 02:55:00 UTC 2017	993.0	1.239269376E9	1.8264192E7	74.0	2.4915968E7	244900.875	125.0	8.18581504E8	42017.38671875	186.0	174.0	1.24604416E9	1.24575744E9	3592250.0	0.12250000238418579	0.2214999943971634	0.23899999260902405	0.34825000166893005	0.8069458603858948	600.0	32042.0	31958.0	1264.0	1365.0	1.0	2.0	0.0	0.0	3.23093158E8	3.28679209E8	8.7911605E7	7.4239796E7	8.4486512E7	7.9018163E7	1.15497241E8	6.1951944E7	6.1951944E7	8074055.0	8658151.0	
Mon May 15 02:54:00 UTC 2017	983.0	1.246449664E9	1.8178858E7	74.0	2.6390528E7	249956.1875	125.0	8.17967104E8	42142.76171875	185.0	176.0	1.24635136E9	1.247383552E9	3335397.25	0.10350000113248825	0.23025000095367432	0.2409999966621399	0.3642500042915344	0.8060505390167236	516.0	30369.0	30322.0	990.0	1070.0	1.0	1.0	0.0	0.0	3.14835403E8	3.13208691E8	8.0402785E7	8.3059068E7	7.8888248E7	8.437383E7	1.120716E8	6.0120008E7	6.0120008E7	6477973.0	8780842.0	
Mon May 15 02:53:00 UTC 2017	987.0	1.243193344E9	1.8178858E7	72.0	2.4293376E7	244462.515625	128.0	8.17688576E8	41655.34765625	178.0	171.0	1.24624896E9	1.247240192E9	3335397.25	0.09825000166893005	0.23100000619888306	0.23800000548362732	0.34275001287460327	0.8056576251983643	516.0	28682.0	28725.0	743.0	794.0	0.0	1.0	0.0	0.0	3.1344099E8	3.26720328E8	7.9255417E7	8.3189144E7	7.3923881E7	9.0049988E7	1.1293686E8	6.1169921E7	6.1169921E7	7979646.0	6433949.0	
Mon May 15 02:52:00 UTC 2017	975.0	1.246429184E9	1.8028232E7	72.0	2.5686016E7	245849.53125	124.0	8.17082368E8	37808.0390625	172.0	177.0	1.243803648E9	1.24438528E9	3335397.25	0.09525000303983688	0.22224999964237213	0.24199999868869781	0.3490000069141388	0.8058156967163086	516.0	27009.0	27097.0	499.0	533.0	0.0	0.0	0.0	0.0	2.98429034E8	2.96779451E8	7.719558E7	7.368081E7	7.0710186E7	8.2309278E7	1.07994911E8	5.8442063E7	5.8442063E7	6112607.0	6917595.0	
Mon May 15 02:51:00 UTC 2017	960.0	1.246363648E9	1.7713938E7	72.0	2.494464E7	234560.5625	128.0	8.16459776E8	37808.0390625	174.0	168.0	1.24383232E9	1.244946432E9	3156103.5	0.10400000214576721	0.21924999356269836	0.23725000023841858	0.3465000092983246	0.8043933510780334	440.0	25420.0	25519.0	318.0	348.0	0.0	0.0	0.0	0.0	2.8922778E8	2.88470953E8	6.7810154E7	6.636491E7	6.9331255E7	6.2525373E7	1.1067098E8	5.704282E7	5.704282E7	7613674.0	6054211.0	
Mon May 15 02:50:00 UTC 2017	971.0	1.245298688E9	1.7713938E7	70.0	2.4936448E7	234560.5625	130.0	8.1659904E8	37808.0390625	170.0	168.0	1.243795456E9	1.243537408E9	3156103.5	0.10599999874830246	0.21899999678134918	0.2342499941587448	0.33375000953674316	0.8053557276725769	440.0	23818.0	23930.0	191.0	211.0	0.0	0.0	0.0	0.0	2.70056481E8	2.65329283E8	6.2565125E7	6.0816088E7	6.5528189E7	5.9872144E7	1.06210905E8	5.5307161E7	5.5307161E7	5949514.0	5928581.0	
Mon May 15 02:49:00 UTC 2017	935.0	1.244319744E9	1.5265335E7	65.0	2.3359488E7	234560.5625	125.0	8.16001024E8	37808.0390625	159.0	154.0	1.243049984E9	1.24301312E9	3156103.5	0.09624999761581421	0.2084999978542328	0.21125000715255737	0.3297500014305115	0.8042441606521606	440.0	22184.0	22300.0	103.0	127.0	0.0	0.0	0.0	0.0	2.11739918E8	2.09578976E8	5.516707E7	5.5661832E7	6.0312205E7	5.7362004E7	1.00261355E8	4.8067498E7	4.8067498E7	4900318.0	5658279.0	
Mon May 15 02:48:00 UTC 2017	889.0	1.246752768E9	1.5265335E7	64.0	2.4907776E7	231394.828125	128.0	8.16021504E8	37808.0390625	158.0	154.0	1.242595328E9	1.241645056E9	3156103.5	0.10525000095367432	0.2045000046491623	0.24500000476837158	0.31174999475479126	0.8050025105476379	382.0	20685.0	20771.0	53.0	59.0	0.0	0.0	0.0	0.0	1.73720339E8	1.76474637E8	5.0946766E7	5.0202284E7	4.3042253E7	5.2889377E7	9.2239691E7	2.4459153E7	2.4459153E7	3703461.0	4055468.0	
Mon May 15 02:47:00 UTC 2017	857.0	1.244315648E9	1.5265335E7	58.0	2.3334912E7	197236.0625	124.0	8.15427584E8	35857.91015625	147.0	146.0	1.243357184E9	1.241780224E9	2857082.5	0.09549999982118607	0.21050000190734863	0.2057500034570694	0.28824999928474426	0.8050441145896912	382.0	19206.0	19295.0	31.0	42.0	0.0	0.0	0.0	0.0	1.17358104E8	1.2177857E8	3.8769261E7	4.227194E7	4.4721601E7	4.2282204E7	8.4885761E7	1.6697845E7	1.6697845E7	3701088.0	3603047.0	
Mon May 15 02:46:00 UTC 2017	789.0	1.11867904E9	1.4405376E7	55.0	2.4989696E7	197236.0625	118.0	8.15140864E8	31991.486328125	127.0	134.0	1.242390528E9	1.241202688E9	1715111.75	0.09799999743700027	0.1837500035762787	0.19200000166893005	0.2797499895095825	0.7890453934669495	382.0	17685.0	17791.0	23.0	34.0	0.0	0.0	0.0	0.0	9.7156619E7	1.0036121E8	3.9317346E7	3.3967739E7	2.8846191E7	3.2420883E7	7.4636723E7	1.2135969E7	1.2135969E7	2739430.0	2787293.0	
Mon May 15 02:45:00 UTC 2017	736.0	1.013059584E9	6152493.5	52.0	2.2532096E7	197236.0625	117.0	8.14936064E8	32397.501953125	123.0	134.0	1.242476544E9	1.241792512E9	1715111.75	0.12049999833106995	0.1837500035762787	0.19200000166893005	0.2815000116825104	0.7761785387992859	320.0	16374.0	16459.0	7.0	12.0	0.0	0.0	0.0	0.0	7.727814E7	8.4601682E7	1.9264673E7	1.6134022E7	1.566183E7	2.3234664E7	6.0246837E7	9148821.0	9148821.0	2280986.0	2393847.0	
Mon May 15 02:44:00 UTC 2017	722.0	8.95684608E8	6152493.5	46.0	2.19136E7	174948.546875	109.0	8.14718976E8	29895.8515625	114.0	114.0	1.242271744E9	1.241812992E9	1715111.75	0.10999999940395355	0.17900000512599945	0.1862500011920929	0.25975000858306885	0.7627021074295044	320.0	15093.0	15189.0	7.0	10.0	0.0	0.0	0.0	0.0	8.0719297E7	8.6934807E7	2.2648083E7	1.9487269E7	2.7359406E7	2.926485E7	6.0188817E7	8844886.0	8844886.0	2483990.0	2237000.0	
Mon May 15 02:43:00 UTC 2017	662.0	9.58111744E8	6152493.5	44.0	2.121728E7	164487.515625	100.0	8.14358528E8	26209.58203125	109.0	104.0	1.242341376E9	1.242243072E9	1715111.75	0.08550000190734863	0.16949999332427979	0.17249999940395355	0.23725000023841858	0.7702598571777344	320.0	13827.0	13938.0	7.0	10.0	0.0	0.0	0.0	0.0	6.2486507E7	6.5802844E7	1.3379102E7	7745966.0	1.0196887E7	1.2898232E7	4.3341272E7	8034245.0	8034245.0	1976071.0	2075228.0	
Mon May 15 02:42:00 UTC 2017	595.0	9.40638208E8	6152493.5	42.0	2.267136E7	153228.90625	102.0	8.13981696E8	22677.69140625	105.0	101.0	1.242222592E9	1.2411904E9	1715111.75	0.09849999845027924	0.16324999928474426	0.15925000607967377	0.2329999953508377	0.7760190367698669	251.0	12773.0	12836.0	6.0	8.0	0.0	0.0	0.0	0.0	5.2966948E7	5.7020755E7	6281142.0	5162942.0	5471411.0	5953142.0	3.3612014E7	6604666.0	6604666.0	1514693.0	1573806.0	
