('profile: ', [(0, 3), (24, 3), (47, 3), (89, 3), (161, 3), (199, 3), (250, 3), (264, 3), (278, 3), (327, 3), (380, 3), (398, 3), (457, 3), (528, 3), (537, 3), (600, 3)])
('2017-05-15 18:40:03', 1494873603, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-15 18:43:03', 1494873783, 'Users=', 24, 'Duration=', 3, 'min')
('2017-05-15 18:46:03', 1494873963, 'Users=', 47, 'Duration=', 3, 'min')
('2017-05-15 18:49:04', 1494874144, 'Users=', 89, 'Duration=', 3, 'min')
('2017-05-15 18:52:04', 1494874324, 'Users=', 161, 'Duration=', 3, 'min')
('2017-05-15 18:55:04', 1494874504, 'Users=', 199, 'Duration=', 3, 'min')
('2017-05-15 18:58:04', 1494874684, 'Users=', 250, 'Duration=', 3, 'min')
('2017-05-15 19:01:04', 1494874864, 'Users=', 264, 'Duration=', 3, 'min')
('2017-05-15 19:04:04', 1494875044, 'Users=', 278, 'Duration=', 3, 'min')
('2017-05-15 19:07:04', 1494875224, 'Users=', 327, 'Duration=', 3, 'min')
('2017-05-15 19:10:04', 1494875404, 'Users=', 380, 'Duration=', 3, 'min')
('2017-05-15 19:13:04', 1494875584, 'Users=', 398, 'Duration=', 3, 'min')
('2017-05-15 19:16:04', 1494875764, 'Users=', 457, 'Duration=', 3, 'min')
('2017-05-15 19:19:04', 1494875944, 'Users=', 528, 'Duration=', 3, 'min')
('2017-05-15 19:22:05', 1494876125, 'Users=', 537, 'Duration=', 3, 'min')
('2017-05-15 19:25:05', 1494876305, 'Users=', 600, 'Duration=', 3, 'min')
