('profile: ', [(0, 3), (25, 3), (13, 3), (80, 3), (126, 3), (96, 3), (171, 3), (249, 3), (217, 3), (270, 3), (341, 3), (419, 3), (438, 3), (496, 3), (528, 3), (600, 3)])
('2017-05-12 17:56:45', 1494611805, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-12 17:59:45', 1494611985, 'Users=', 25, 'Duration=', 3, 'min')
('2017-05-12 18:02:45', 1494612165, 'Users=', 13, 'Duration=', 3, 'min')
('2017-05-12 18:05:45', 1494612345, 'Users=', 80, 'Duration=', 3, 'min')
('2017-05-12 18:08:45', 1494612525, 'Users=', 126, 'Duration=', 3, 'min')
('2017-05-12 18:11:45', 1494612705, 'Users=', 96, 'Duration=', 3, 'min')
('2017-05-12 18:14:45', 1494612885, 'Users=', 171, 'Duration=', 3, 'min')
('2017-05-12 18:17:45', 1494613065, 'Users=', 249, 'Duration=', 3, 'min')
('2017-05-12 18:20:46', 1494613246, 'Users=', 217, 'Duration=', 3, 'min')
('2017-05-12 18:23:46', 1494613426, 'Users=', 270, 'Duration=', 3, 'min')
('2017-05-12 18:26:46', 1494613606, 'Users=', 341, 'Duration=', 3, 'min')
('2017-05-12 18:29:46', 1494613786, 'Users=', 419, 'Duration=', 3, 'min')
('2017-05-12 18:32:46', 1494613966, 'Users=', 438, 'Duration=', 3, 'min')
('2017-05-12 18:35:46', 1494614146, 'Users=', 496, 'Duration=', 3, 'min')
('2017-05-12 18:38:46', 1494614326, 'Users=', 528, 'Duration=', 3, 'min')
('2017-05-12 18:41:46', 1494614506, 'Users=', 600, 'Duration=', 3, 'min')
