('profile: ', [(0, 3), (47, 3), (46, 3), (125, 3), (136, 3), (139, 3), (144, 3), (184, 3), (234, 3), (269, 3), (279, 3), (353, 3), (414, 3), (484, 3), (555, 3), (600, 3)])
('2017-05-12 21:15:03', 1494623703, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-12 21:18:03', 1494623883, 'Users=', 47, 'Duration=', 3, 'min')
('2017-05-12 21:21:03', 1494624063, 'Users=', 46, 'Duration=', 3, 'min')
('2017-05-12 21:24:03', 1494624243, 'Users=', 125, 'Duration=', 3, 'min')
('2017-05-12 21:27:03', 1494624423, 'Users=', 136, 'Duration=', 3, 'min')
('2017-05-12 21:30:04', 1494624604, 'Users=', 139, 'Duration=', 3, 'min')
('2017-05-12 21:33:04', 1494624784, 'Users=', 144, 'Duration=', 3, 'min')
('2017-05-12 21:36:04', 1494624964, 'Users=', 184, 'Duration=', 3, 'min')
('2017-05-12 21:39:04', 1494625144, 'Users=', 234, 'Duration=', 3, 'min')
('2017-05-12 21:42:04', 1494625324, 'Users=', 269, 'Duration=', 3, 'min')
('2017-05-12 21:45:04', 1494625504, 'Users=', 279, 'Duration=', 3, 'min')
('2017-05-12 21:48:04', 1494625684, 'Users=', 353, 'Duration=', 3, 'min')
('2017-05-12 21:51:04', 1494625864, 'Users=', 414, 'Duration=', 3, 'min')
('2017-05-12 21:54:04', 1494626044, 'Users=', 484, 'Duration=', 3, 'min')
('2017-05-12 21:57:04', 1494626224, 'Users=', 555, 'Duration=', 3, 'min')
('2017-05-12 22:00:05', 1494626405, 'Users=', 600, 'Duration=', 3, 'min')
