('profile: ', [(0, 3), (60, 3), (118, 3), (184, 3), (238, 3), (282, 3), (298, 3), (337, 3), (323, 3), (348, 3), (365, 3), (366, 3), (450, 3), (491, 3), (523, 3), (600, 3)])
('2017-05-01 16:10:15', 1493655015, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-01 16:13:15', 1493655195, 'Users=', 60, 'Duration=', 3, 'min')
('2017-05-01 16:16:15', 1493655375, 'Users=', 118, 'Duration=', 3, 'min')
('2017-05-01 16:19:15', 1493655555, 'Users=', 184, 'Duration=', 3, 'min')
('2017-05-01 16:22:15', 1493655735, 'Users=', 238, 'Duration=', 3, 'min')
('2017-05-01 16:25:15', 1493655915, 'Users=', 282, 'Duration=', 3, 'min')
('2017-05-01 16:28:15', 1493656095, 'Users=', 298, 'Duration=', 3, 'min')
('2017-05-01 16:31:15', 1493656275, 'Users=', 337, 'Duration=', 3, 'min')
('2017-05-01 16:34:15', 1493656455, 'Users=', 323, 'Duration=', 3, 'min')
('2017-05-01 16:37:15', 1493656635, 'Users=', 348, 'Duration=', 3, 'min')
('2017-05-01 16:40:15', 1493656815, 'Users=', 365, 'Duration=', 3, 'min')
('2017-05-01 16:43:15', 1493656995, 'Users=', 366, 'Duration=', 3, 'min')
('2017-05-01 16:46:16', 1493657176, 'Users=', 450, 'Duration=', 3, 'min')
('2017-05-01 16:49:16', 1493657356, 'Users=', 491, 'Duration=', 3, 'min')
('2017-05-01 16:52:16', 1493657536, 'Users=', 523, 'Duration=', 3, 'min')
('2017-05-01 16:55:16', 1493657716, 'Users=', 600, 'Duration=', 3, 'min')
