_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Sun May 14 14:35:00 UTC 2017	2.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1.0	null	null	null	null	null	null	null	null	2363700.0	null	null	null	7205735.0	null	905981.0	null	null	null	2425961.0	
Sun May 14 14:36:00 UTC 2017	3.0	1.328451584E9	31679.474609375	0.0	2.021376E7	null	3.0	8.4543488E8	null	0.0	0.0	1.175597056E9	1.192148992E9	null	0.07699999958276749	0.06475000083446503	0.06024999916553497	0.06549999862909317	0.817989706993103	1.0	null	null	null	null	null	null	null	null	9.048726E7	null	5291794.0	null	3997775.0	null	4.8471641E7	3.8400268E7	3.8400268E7	1736853.0	1458696.0	
Sun May 14 14:37:00 UTC 2017	3.0	1.328451584E9	38101.15625	0.0	1.9386368E7	null	4.0	8.4543488E8	498.4611511230469	0.0	1.0	1.175506944E9	1.19205888E9	29.689960479736328	0.07199999690055847	0.06650000065565109	0.05225000157952309	0.0702499970793724	0.816045343875885	1.0	null	null	null	null	null	null	null	null	9.697479E7	null	3997171.0	null	5690051.0	null	9.3547734E7	7.4573806E7	7.4573806E7	1475082.0	1168680.0	
Sun May 14 14:38:00 UTC 2017	19.0	1.327439872E9	38101.15625	0.0	1.9386368E7	465.83758544921875	4.0	8.46012416E8	498.4611511230469	1.0	1.0	1.175420928E9	1.191968768E9	29.689960479736328	0.08375000208616257	0.06599999964237213	0.04600000008940697	0.06199999898672104	0.8160629868507385	72.0	null	null	null	null	null	null	null	null	4.9933888E7	4.6798914E7	2.2187248E7	4.2938614E7	4.4247122E7	5021070.0	2.9442496E7	5748078.0	5748078.0	1698170.0	1334897.0	
Sun May 14 14:39:00 UTC 2017	113.0	1.326772224E9	38101.15625	1.0	1.9386368E7	4971.724609375	7.0	8.46077952E8	2244.531005859375	5.0	5.0	1.175273472E9	1.191882752E9	29.689960479736328	0.07524999976158142	0.0689999982714653	0.05874999985098839	0.06549999862909317	0.8164998888969421	72.0	306.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4044267E7	7.7191356E7	5149052.0	2.9223139E7	9761944.0	1.0024273E7	3.4765562E7	5608554.0	5608554.0	1481134.0	1793474.0	
Sun May 14 14:40:00 UTC 2017	150.0	1.317769216E9	1984375.125	8.0	1.9386368E7	30760.61328125	37.0	8.462336E8	8616.0810546875	25.0	24.0	1.176076288E9	1.192435712E9	380972.53125	0.07325000315904617	0.09125000238418579	0.08100000023841858	0.10050000250339508	0.8149019479751587	72.0	587.0	386.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7326105E7	7.8138799E7	3.2418044E7	1.5051967E7	3.1672312E7	1.2832777E7	4.4486798E7	5780478.0	5780478.0	1608918.0	1543270.0	
Sun May 14 14:41:00 UTC 2017	171.0	1.30095104E9	2821226.5	11.0	2.0717568E7	39446.73046875	36.0	8.4619264E8	8696.0888671875	31.0	27.0	1.176182784E9	1.192353792E9	573126.6875	0.07824999839067459	0.09475000202655792	0.09075000137090683	0.11174999922513962	0.8136009573936462	108.0	875.0	670.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9904274E7	6.9466132E7	2.2921138E7	2.408859E7	3.0557098E7	3.7731607E7	3.5131054E7	5636031.0	5636031.0	1599458.0	1434741.0	
Sun May 14 14:42:00 UTC 2017	235.0	1.275764736E9	2821226.5	12.0	2.0770816E7	44672.671875	40.0	8.46262272E8	9899.3818359375	35.0	31.0	1.176113152E9	1.191329792E9	573126.6875	0.09099999815225601	0.09749999642372131	0.08974999934434891	0.12475000321865082	0.812238335609436	108.0	1309.0	990.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9996694E7	5.4242361E7	4702585.0	4.7333858E7	8572995.0	1.6244895E7	2.9468708E7	5763228.0	5763228.0	1435888.0	1474184.0	
Sun May 14 14:43:00 UTC 2017	251.0	1.239519232E9	4371520.5	17.0	2.0783104E7	61148.4765625	52.0	8.46196736E8	9899.3818359375	44.0	41.0	1.175973888E9	1.192136704E9	573126.6875	0.08349999785423279	0.11124999821186066	0.11050000041723251	0.13625000417232513	0.8060877323150635	108.0	1733.0	1426.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2903923E7	6.2347541E7	2.8916402E7	5212266.0	1.6317339E7	8377612.0	3.7957588E7	6243706.0	6243706.0	1565412.0	1794079.0	
Sun May 14 14:44:00 UTC 2017	258.0	1.203265536E9	4371520.5	18.0	2.07872E7	65187.34765625	52.0	8.46299136E8	12639.0732421875	50.0	42.0	1.175887872E9	1.191190528E9	1014165.875	0.07100000232458115	0.10625000298023224	0.10074999928474426	0.13975000381469727	0.8042475581169128	162.0	2178.0	1865.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6656626E7	5.9199163E7	3.2047219E7	7128762.0	1.6069228E7	1.1197173E7	3.0233249E7	5992178.0	5992178.0	1469115.0	1465598.0	
