('profile: ', [(1, 3), (72, 3), (108, 3), (162, 3), (213, 3), (229, 3), (312, 3), (348, 3), (364, 3), (416, 3), (490, 3), (508, 3), (526, 3), (534, 3), (569, 3), (600, 3)])
('2017-05-14 14:34:12', 1494772452, 'Users=', 1, 'Duration=', 3, 'min')
('2017-05-14 14:37:13', 1494772633, 'Users=', 72, 'Duration=', 3, 'min')
('2017-05-14 14:40:13', 1494772813, 'Users=', 108, 'Duration=', 3, 'min')
('2017-05-14 14:43:13', 1494772993, 'Users=', 162, 'Duration=', 3, 'min')
('2017-05-14 14:46:13', 1494773173, 'Users=', 213, 'Duration=', 3, 'min')
('2017-05-14 14:49:13', 1494773353, 'Users=', 229, 'Duration=', 3, 'min')
('2017-05-14 14:52:13', 1494773533, 'Users=', 312, 'Duration=', 3, 'min')
('2017-05-14 14:55:13', 1494773713, 'Users=', 348, 'Duration=', 3, 'min')
('2017-05-14 14:58:13', 1494773893, 'Users=', 364, 'Duration=', 3, 'min')
('2017-05-14 15:01:13', 1494774073, 'Users=', 416, 'Duration=', 3, 'min')
('2017-05-14 15:04:13', 1494774253, 'Users=', 490, 'Duration=', 3, 'min')
('2017-05-14 15:07:14', 1494774434, 'Users=', 508, 'Duration=', 3, 'min')
('2017-05-14 15:10:14', 1494774614, 'Users=', 526, 'Duration=', 3, 'min')
('2017-05-14 15:13:14', 1494774794, 'Users=', 534, 'Duration=', 3, 'min')
('2017-05-14 15:16:14', 1494774974, 'Users=', 569, 'Duration=', 3, 'min')
('2017-05-14 15:19:14', 1494775154, 'Users=', 600, 'Duration=', 3, 'min')
