Series;Time;Value
cpu/usage_rate.count;2017-07-25T19:34:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:35:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:36:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:37:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:38:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:39:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:40:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:41:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:42:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:43:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:44:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:45:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:46:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:47:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:48:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:06+02:00;9
