Series;Time;Value
cpu/usage_rate.count;2017-07-25T19:19:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:19:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:20:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:21:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:22:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:23:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:24:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:25:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:26:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:27:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:28:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:29:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:30:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:31:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:00+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:02+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:04+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:06+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:08+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:10+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:12+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:14+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:16+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:18+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:20+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:22+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:24+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:26+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:28+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:30+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:32+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:34+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:36+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:38+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:40+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:42+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:44+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:46+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:48+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:50+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:52+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:54+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:56+02:00;3
cpu/usage_rate.count;2017-07-25T19:32:58+02:00;3
cpu/usage_rate.count;2017-07-25T19:33:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:33:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:34:04+02:00;9
