('profile: ', [(0, 3), (25, 3), (41, 3), (97, 3), (142, 3), (193, 3), (267, 3), (288, 3), (231, 3), (282, 3), (363, 3), (445, 3), (486, 3), (533, 3), (566, 3), (600, 3)])
('2017-05-14 00:31:21', 1494721881, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 00:34:21', 1494722061, 'Users=', 25, 'Duration=', 3, 'min')
('2017-05-14 00:37:21', 1494722241, 'Users=', 41, 'Duration=', 3, 'min')
('2017-05-14 00:40:21', 1494722421, 'Users=', 97, 'Duration=', 3, 'min')
('2017-05-14 00:43:21', 1494722601, 'Users=', 142, 'Duration=', 3, 'min')
('2017-05-14 00:46:21', 1494722781, 'Users=', 193, 'Duration=', 3, 'min')
('2017-05-14 00:49:22', 1494722962, 'Users=', 267, 'Duration=', 3, 'min')
('2017-05-14 00:52:22', 1494723142, 'Users=', 288, 'Duration=', 3, 'min')
('2017-05-14 00:55:22', 1494723322, 'Users=', 231, 'Duration=', 3, 'min')
('2017-05-14 00:58:22', 1494723502, 'Users=', 282, 'Duration=', 3, 'min')
('2017-05-14 01:01:22', 1494723682, 'Users=', 363, 'Duration=', 3, 'min')
('2017-05-14 01:04:22', 1494723862, 'Users=', 445, 'Duration=', 3, 'min')
('2017-05-14 01:07:22', 1494724042, 'Users=', 486, 'Duration=', 3, 'min')
('2017-05-14 01:10:22', 1494724222, 'Users=', 533, 'Duration=', 3, 'min')
('2017-05-14 01:13:22', 1494724402, 'Users=', 566, 'Duration=', 3, 'min')
('2017-05-14 01:16:22', 1494724582, 'Users=', 600, 'Duration=', 3, 'min')
