_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	network_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Tue May 02 11:59:00 UTC 2017	1.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Tue May 02 12:00:00 UTC 2017	1.0	1.496879104E9	25950.91015625	0.0	1.9582976E7	22.393075942993164	4.0	9.23971584E8	384.9739685058594	0.0	0.0	4.41004032E8	4.4214272E8	null	null	0.061250001192092896	0.06875000149011612	0.07124999910593033	0.9922500252723694	0.6849349141120911	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Tue May 02 12:01:00 UTC 2017	1.0	1.496879104E9	21528.650390625	0.0	1.9582976E7	0.0	3.0	9.24094464E8	431.66107177734375	0.0	0.0	4.41004032E8	4.42146816E8	30.20384407043457	null	0.06475000083446503	0.057999998331069946	0.051249999552965164	0.9922500252723694	0.6849383115768433	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Tue May 02 12:02:00 UTC 2017	1.0	1.496879104E9	21528.650390625	0.0	1.9582976E7	0.0	5.0	9.23734016E8	431.66107177734375	1.0	1.0	4.41004032E8	4.42146816E8	28.94066047668457	21.319082260131836	0.07199999690055847	0.06949999928474426	0.051750000566244125	0.9922500252723694	0.6849686503410339	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Tue May 02 12:03:00 UTC 2017	9.0	1.496879104E9	21528.650390625	0.0	1.9582976E7	0.0	4.0	9.23734016E8	462.0500793457031	0.0	1.0	4.41008128E8	4.42146816E8	28.94066047668457	21.319082260131836	0.06174999848008156	0.05674999952316284	0.05274999886751175	0.9919999837875366	0.6849843263626099	10.0	null	null	null	null	null	null	null	null	9.0724453E7	1.0503286E8	7216384.0	1.626255153E9	1.685197952E9	1.653127529E9	9.3131263E7	5.4541711E7	5.4541711E7	4332546.0	4963220.0	
Tue May 02 12:04:00 UTC 2017	21.0	1.496879104E9	117854.2421875	0.0	2.5092096E7	0.0	7.0	9.24168192E8	462.0500793457031	133.0	105.0	4.87292928E8	4.88112128E8	26030.09375	22.111452102661133	0.07100000232458115	0.11699999868869781	0.05050000175833702	0.9915000200271606	0.6850112080574036	10.0	41.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37766811E8	1.26430036E8	5524291.0	7.3614466E7	4.8744677E7	2.0913472E7	1.15040117E8	3.3637019E7	3.3637019E7	1314880.0	2205885.0	
Tue May 02 12:05:00 UTC 2017	23.0	1.496977408E9	383979.8125	1.0	2.4580096E7	5963.64892578125	9.0	9.23901952E8	462.0500793457031	16.0	17.0	5.17062656E8	5.12700416E8	26030.09375	22.111452102661133	0.09574999660253525	0.08049999922513962	0.05375000089406967	0.9900000095367432	0.6852172017097473	10.0	81.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72567115E8	2.23904729E8	7.7956359E7	4.809817E7	6.4934223E7	6.0574413E7	2.06698612E8	5.6722774E7	5.6722774E7	2180282.0	1673918.0	
Tue May 02 12:06:00 UTC 2017	41.0	1.496879104E9	471882.21875	1.0	2.4625152E7	6276.357421875	9.0	9.24332032E8	462.0500793457031	15.0	12.0	5.23853824E8	5.12815104E8	95112.0390625	null	0.05950000137090683	0.0677499994635582	0.05849999934434891	0.9897500276565552	0.6853933334350586	26.0	133.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39436706E8	1.42088528E8	7212402.0	6.0230776E7	4.298526E7	4.2407739E7	1.21415412E8	4.3099228E7	4.3099228E7	2786639.0	1931248.0	
Tue May 02 12:07:00 UTC 2017	54.0	1.49694464E9	732260.0625	3.0	2.4662016E7	11573.794921875	16.0	9.2401664E8	462.0500793457031	32.0	29.0	5.41650944E8	5.18766592E8	95112.0390625	null	0.06499999761581421	0.08574999868869781	0.06724999845027924	0.9882500171661377	0.6875050663948059	26.0	238.0	243.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27180581E8	1.14672634E8	6.3195234E7	1.14395069E8	3.0657913E7	2.7125113E7	1.06688383E8	2.5422338E7	2.5422338E7	3668971.0	1514699.0	
Tue May 02 12:08:00 UTC 2017	57.0	1.496879104E9	732260.0625	4.0	2.4666112E7	16027.4775390625	16.0	9.24401664E8	462.0500793457031	28.0	25.0	5.42101504E8	5.32615168E8	95112.0390625	null	0.0767500028014183	0.07599999755620956	0.061500001698732376	0.9867500066757202	0.6857661604881287	26.0	344.0	350.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41680008E8	1.92736192E8	1.0640634E8	3.7615578E7	2.3747065E7	8.2340972E7	1.32720944E8	2.8612309E7	2.8612309E7	1962593.0	3973372.0	
