('profile: ', [(1, 3), (39, 3), (73, 3), (96, 3), (132, 3), (196, 3), (261, 3), (269, 3), (279, 3), (334, 3), (337, 3), (364, 3), (375, 3), (453, 3), (530, 3), (600, 3)])
('2017-05-13 13:46:43', 1494683203, 'Users=', 1, 'Duration=', 3, 'min')
('2017-05-13 13:49:43', 1494683383, 'Users=', 39, 'Duration=', 3, 'min')
('2017-05-13 13:52:43', 1494683563, 'Users=', 73, 'Duration=', 3, 'min')
('2017-05-13 13:55:43', 1494683743, 'Users=', 96, 'Duration=', 3, 'min')
('2017-05-13 13:58:43', 1494683923, 'Users=', 132, 'Duration=', 3, 'min')
('2017-05-13 14:01:43', 1494684103, 'Users=', 196, 'Duration=', 3, 'min')
('2017-05-13 14:04:43', 1494684283, 'Users=', 261, 'Duration=', 3, 'min')
('2017-05-13 14:07:43', 1494684463, 'Users=', 269, 'Duration=', 3, 'min')
('2017-05-13 14:10:44', 1494684644, 'Users=', 279, 'Duration=', 3, 'min')
('2017-05-13 14:13:44', 1494684824, 'Users=', 334, 'Duration=', 3, 'min')
('2017-05-13 14:16:44', 1494685004, 'Users=', 337, 'Duration=', 3, 'min')
('2017-05-13 14:19:44', 1494685184, 'Users=', 364, 'Duration=', 3, 'min')
('2017-05-13 14:22:44', 1494685364, 'Users=', 375, 'Duration=', 3, 'min')
('2017-05-13 14:25:44', 1494685544, 'Users=', 453, 'Duration=', 3, 'min')
('2017-05-13 14:28:44', 1494685724, 'Users=', 530, 'Duration=', 3, 'min')
('2017-05-13 14:31:44', 1494685904, 'Users=', 600, 'Duration=', 3, 'min')
