_DATE	cpuusage_middle	memusage_middle	cpuusage_server	memusage_server	cpuusage_edge1	memusage_edge1	cpuusage_edge2	memusage_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	locustusers	status_200_count1	status_500_count1	status_0_count1	status_other_count1	status_200_count2	status_500_count2	status_0_count2	status_other_count2	responseTimePercentile_middle	responseTimePercentile_edge1	responseTimePercentile_edge2	
2017-04-20-19:52:00	404.0	1.06717184E9	0.0	1069056.0	0.0	0.0	84.0	0.0	0.0	0.0625	0.11924999952316284	0.9577500224113464	300.0	9897.0	1703.0	0.0	0.0	10034.0	1773.0	0.0	0.0	null	null	null	
2017-04-20-19:51:00	404.0	1.06784768E9	0.0	2.9646848E7	0.0	1044480.0	84.0	3.87690496E8	0.0	0.0689999982714653	0.11275000125169754	0.9574999809265137	300.0	9148.0	1314.0	0.0	0.0	9262.0	1411.0	0.0	0.0	null	null	null	
2017-04-20-19:51:00	404.0	1.06784768E9	0.0	2.9646848E7	0.0	1044480.0	84.0	3.87690496E8	0.0	0.0689999982714653	0.11275000125169754	0.9574999809265137	300.0	9148.0	1314.0	0.0	0.0	9262.0	1411.0	0.0	0.0	null	null	null	
2017-04-20-19:50:00	400.0	1.066217472E9	21.0	1069056.0	0.0	0.0	79.0	3.825664E8	0.10750000178813934	0.06875000149011612	0.11599999666213989	0.956250011920929	300.0	8338.0	986.0	0.0	0.0	8484.0	1048.0	0.0	0.0	null	null	null	
2017-04-20-19:50:00	400.0	1.066217472E9	21.0	1069056.0	0.0	0.0	79.0	3.825664E8	0.10750000178813934	0.06875000149011612	0.11599999666213989	0.956250011920929	300.0	8338.0	986.0	0.0	0.0	8484.0	1048.0	0.0	0.0	null	null	null	
2017-04-20-19:49:00	407.0	1.066266624E9	21.0	2.9048832E7	0.0	3.89128192E8	63.0	3.79940864E8	0.10750000178813934	0.06624999642372131	0.11225000023841858	0.9572499990463257	250.0	7606.0	720.0	0.0	0.0	7743.0	767.0	0.0	0.0	null	null	null	
2017-04-20-19:49:00	407.0	1.066266624E9	21.0	2.9048832E7	0.0	3.89128192E8	63.0	3.79940864E8	0.10750000178813934	0.06624999642372131	0.11225000023841858	0.9572499990463257	250.0	7606.0	720.0	0.0	0.0	7743.0	767.0	0.0	0.0	null	null	null	
2017-04-20-19:48:00	416.0	1.066176512E9	16.0	2.89792E7	0.0	3.89128192E8	63.0	3.71634176E8	0.10750000178813934	0.06424999982118607	0.10525000095367432	0.9580000042915344	250.0	6856.0	521.0	0.0	0.0	7023.0	552.0	0.0	0.0	null	null	null	
2017-04-20-19:48:00	416.0	1.066176512E9	16.0	2.89792E7	0.0	3.89128192E8	63.0	3.71634176E8	0.10750000178813934	0.06424999982118607	0.10525000095367432	0.9580000042915344	250.0	6856.0	521.0	0.0	0.0	7023.0	552.0	0.0	0.0	null	null	null	
2017-04-20-19:47:00	397.0	1.066090496E9	16.0	2.904064E7	0.0	3.8944768E8	63.0	3.71634176E8	0.0	0.16500000655651093	0.10700000077486038	0.9587500095367432	250.0	6086.0	334.0	0.0	0.0	6259.0	371.0	0.0	0.0	null	null	null	
2017-04-20-19:47:00	397.0	1.066090496E9	16.0	2.904064E7	0.0	3.8944768E8	63.0	3.71634176E8	0.0	0.16500000655651093	0.10700000077486038	0.9587500095367432	250.0	6086.0	334.0	0.0	0.0	6259.0	371.0	0.0	0.0	null	null	null	
2017-04-20-19:46:00	389.0	1.06616832E9	16.0	2.904064E7	0.0	3.8944768E8	63.0	3.71634176E8	0.12725000083446503	0.07074999809265137	0.10249999910593033	0.9589999914169312	200.0	5404.0	218.0	0.0	0.0	5574.0	232.0	0.0	0.0	null	null	null	
2017-04-20-19:46:00	389.0	1.06616832E9	16.0	2.904064E7	0.0	3.8944768E8	63.0	3.71634176E8	0.12725000083446503	0.07074999809265137	0.10249999910593033	0.9589999914169312	200.0	5404.0	218.0	0.0	0.0	5574.0	232.0	0.0	0.0	null	null	null	
2017-04-20-19:45:00	380.0	1.065766912E9	16.0	0.0	0.0	1044480.0	57.0	3.71478528E8	0.12725000083446503	0.11174999922513962	0.09950000047683716	0.9602500200271606	200.0	4727.0	148.0	0.0	0.0	4925.0	137.0	0.0	0.0	null	null	null	
2017-04-20-19:45:00	380.0	1.065766912E9	16.0	0.0	0.0	1044480.0	57.0	3.71478528E8	0.12725000083446503	0.11174999922513962	0.09950000047683716	0.9602500200271606	200.0	4727.0	148.0	0.0	0.0	4925.0	137.0	0.0	0.0	null	null	null	
2017-04-20-19:44:00	354.0	1.064964096E9	16.0	2.8942336E7	0.0	1044480.0	51.0	3.6540416E8	0.12725000083446503	0.06750000268220901	0.09574999660253525	0.9639999866485596	200.0	4026.0	81.0	0.0	0.0	4235.0	63.0	0.0	0.0	null	null	null	
2017-04-20-19:44:00	354.0	1.064964096E9	16.0	2.8942336E7	0.0	1044480.0	51.0	3.6540416E8	0.12725000083446503	0.06750000268220901	0.09574999660253525	0.9639999866485596	200.0	4026.0	81.0	0.0	0.0	4235.0	63.0	0.0	0.0	null	null	null	
2017-04-20-19:43:00	348.0	1.064595456E9	15.0	2.6865664E7	0.0	1044480.0	0.0	3.65379584E8	0.10000000149011612	0.06724999845027924	0.09200000017881393	0.9645000100135803	150.0	3424.0	52.0	0.0	0.0	3598.0	40.0	0.0	0.0	null	null	null	
2017-04-20-19:43:00	348.0	1.064595456E9	15.0	2.6865664E7	0.0	1044480.0	0.0	3.65379584E8	0.10000000149011612	0.06724999845027924	0.09200000017881393	0.9645000100135803	150.0	3424.0	52.0	0.0	0.0	3598.0	40.0	0.0	0.0	null	null	null	
2017-04-20-19:42:00	325.0	1.007919104E9	12.0	2.746368E7	0.0	1044480.0	0.0	0.0	0.0	0.05375000089406967	0.08749999850988388	0.9695000052452087	150.0	2853.0	50.0	0.0	0.0	3019.0	37.0	0.0	0.0	null	null	null	
2017-04-20-19:42:00	325.0	1.007919104E9	12.0	2.746368E7	0.0	1044480.0	0.0	0.0	0.0	0.05375000089406967	0.08749999850988388	0.9695000052452087	150.0	2853.0	50.0	0.0	0.0	3019.0	37.0	0.0	0.0	null	null	null	
2017-04-20-19:41:00	261.0	9.08259328E8	11.0	2.6017792E7	0.0	1044480.0	0.0	3.6018176E8	0.0	0.06624999642372131	0.0767500028014183	0.9714999794960022	150.0	2278.0	40.0	0.0	0.0	2432.0	33.0	0.0	0.0	null	null	null	
2017-04-20-19:41:00	261.0	9.08259328E8	11.0	2.6017792E7	0.0	1044480.0	0.0	3.6018176E8	0.0	0.06624999642372131	0.0767500028014183	0.9714999794960022	150.0	2278.0	40.0	0.0	0.0	2432.0	33.0	0.0	0.0	null	null	null	
2017-04-20-19:40:00	269.0	7.73087232E8	2.0	2.6595328E7	0.0	4.1152512E8	18.0	0.0	0.0	0.06224999949336052	0.08375000208616257	0.9722499847412109	100.0	1860.0	18.0	0.0	0.0	1980.0	20.0	0.0	0.0	null	null	null	
2017-04-20-19:40:00	269.0	7.73087232E8	2.0	2.6595328E7	0.0	4.1152512E8	18.0	0.0	0.0	0.06224999949336052	0.08375000208616257	0.9722499847412109	100.0	1860.0	18.0	0.0	0.0	1980.0	20.0	0.0	0.0	null	null	null	
2017-04-20-19:39:00	267.0	6.74623488E8	2.0	2.5071616E7	0.0	4.1152512E8	18.0	3.5565568E8	0.0	0.061000000685453415	0.06724999845027924	0.9775000214576721	100.0	1472.0	17.0	0.0	0.0	1592.0	18.0	0.0	0.0	null	null	null	
2017-04-20-19:39:00	267.0	6.74623488E8	2.0	2.5071616E7	0.0	4.1152512E8	18.0	3.5565568E8	0.0	0.061000000685453415	0.06724999845027924	0.9775000214576721	100.0	1472.0	17.0	0.0	0.0	1592.0	18.0	0.0	0.0	null	null	null	
2017-04-20-19:38:00	180.0	6.03885568E8	2.0	2.5071616E7	0.0	4.1152512E8	18.0	3.5565568E8	0.0	0.054499998688697815	0.06400000303983688	0.981249988079071	100.0	1081.0	17.0	0.0	0.0	1204.0	18.0	0.0	0.0	null	null	null	
2017-04-20-19:38:00	180.0	6.03885568E8	2.0	2.5071616E7	0.0	4.1152512E8	18.0	3.5565568E8	0.0	0.054499998688697815	0.06400000303983688	0.981249988079071	100.0	1081.0	17.0	0.0	0.0	1204.0	18.0	0.0	0.0	null	null	null	
2017-04-20-19:37:00	148.0	5.56949504E8	2.0	2.4457216E7	0.0	4.1152512E8	0.0	3.5606528E8	0.0	0.06324999779462814	0.06925000250339508	0.9825000166893005	50.0	845.0	4.0	0.0	0.0	952.0	2.0	0.0	0.0	null	null	null	
2017-04-20-19:37:00	148.0	5.56949504E8	2.0	2.4457216E7	0.0	4.1152512E8	0.0	3.5606528E8	0.0	0.06324999779462814	0.06925000250339508	0.9825000166893005	50.0	845.0	4.0	0.0	0.0	952.0	2.0	0.0	0.0	null	null	null	
2017-04-20-19:36:00	128.0	5.19020544E8	2.0	2.4457216E7	0.0	0.0	0.0	0.0	0.0	0.05925000086426735	0.061500001698732376	0.9850000143051147	50.0	648.0	4.0	0.0	0.0	749.0	2.0	0.0	0.0	null	null	null	
2017-04-20-19:36:00	128.0	5.19020544E8	2.0	2.4457216E7	0.0	0.0	0.0	0.0	0.0	0.05925000086426735	0.061500001698732376	0.9850000143051147	50.0	648.0	4.0	0.0	0.0	749.0	2.0	0.0	0.0	null	null	null	
2017-04-20-19:35:00	86.0	4.93375488E8	2.0	2.4457216E7	0.0	0.0	7.0	3.53697792E8	0.0	0.05525000020861626	0.05025000125169754	0.9877499938011169	50.0	451.0	4.0	0.0	0.0	557.0	2.0	0.0	0.0	null	null	null	
2017-04-20-19:35:00	86.0	4.93375488E8	2.0	2.4457216E7	0.0	0.0	7.0	3.53697792E8	0.0	0.05525000020861626	0.05025000125169754	0.9877499938011169	50.0	451.0	4.0	0.0	0.0	557.0	2.0	0.0	0.0	null	null	null	
2017-04-20-19:34:00	57.0	4.87378944E8	0.0	2.4457216E7	0.0	0.0	3.0	3.54164736E8	0.0	0.05649999901652336	0.06199999898672104	0.9877499938011169	20.0	345.0	0.0	0.0	0.0	440.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:34:00	57.0	4.87378944E8	0.0	2.4457216E7	0.0	0.0	3.0	3.54164736E8	0.0	0.05649999901652336	0.06199999898672104	0.9877499938011169	20.0	345.0	0.0	0.0	0.0	440.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:33:00	52.0	4.8095232E8	0.0	0.0	0.0	0.0	3.0	3.57810176E8	0.0	0.05575000122189522	0.054749999195337296	0.9890000224113464	20.0	263.0	0.0	0.0	0.0	359.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:33:00	52.0	4.8095232E8	0.0	0.0	0.0	0.0	3.0	3.57810176E8	0.0	0.05575000122189522	0.054749999195337296	0.9890000224113464	20.0	263.0	0.0	0.0	0.0	359.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:32:00	39.0	4.76913664E8	0.0	0.0	0.0	0.0	3.0	3.57810176E8	0.0	0.04924999922513962	0.04975000023841858	0.9897500276565552	20.0	187.0	0.0	0.0	0.0	280.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:32:00	39.0	4.76913664E8	0.0	0.0	0.0	0.0	3.0	3.57810176E8	0.0	0.04924999922513962	0.04975000023841858	0.9897500276565552	20.0	187.0	0.0	0.0	0.0	280.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:31:00	31.0	4.7284224E8	0.0	0.0	0.0	0.0	4.0	3.58842368E8	0.0	0.06174999848008156	0.05274999886751175	0.9900000095367432	10.0	138.0	0.0	0.0	0.0	230.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:31:00	31.0	4.7284224E8	0.0	0.0	0.0	0.0	4.0	3.58842368E8	0.0	0.06174999848008156	0.05274999886751175	0.9900000095367432	10.0	138.0	0.0	0.0	0.0	230.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:30:00	27.0	4.70966272E8	0.0	0.0	0.0	0.0	0.0	3.59473152E8	0.0	0.05525000020861626	0.048250000923871994	0.9900000095367432	10.0	99.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:30:00	27.0	4.70966272E8	0.0	0.0	0.0	0.0	0.0	3.59473152E8	0.0	0.05525000020861626	0.048250000923871994	0.9900000095367432	10.0	99.0	0.0	0.0	0.0	189.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:29:00	22.0	4.68656128E8	0.0	0.0	0.0	0.0	0.0	1052672.0	0.0	0.05674999952316284	0.048500001430511475	0.9904999732971191	10.0	58.0	0.0	0.0	0.0	147.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:29:00	22.0	4.68656128E8	0.0	0.0	0.0	0.0	0.0	1052672.0	0.0	0.05674999952316284	0.048500001430511475	0.9904999732971191	10.0	58.0	0.0	0.0	0.0	147.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:28:00	18.0	4.67263488E8	0.0	0.0	0.0	0.0	0.0	3.62196992E8	0.0	0.054249998182058334	0.05050000175833702	0.9902499914169312	5.0	36.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:28:00	18.0	4.67263488E8	0.0	0.0	0.0	0.0	0.0	3.62196992E8	0.0	0.054249998182058334	0.05050000175833702	0.9902499914169312	5.0	36.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:27:00	16.0	4.65780736E8	0.0	0.0	0.0	4.77384704E8	null	0.0	0.0	0.05674999952316284	0.05375000089406967	0.9907500147819519	5.0	19.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:27:00	16.0	4.65780736E8	0.0	0.0	0.0	4.77384704E8	null	0.0	0.0	0.05674999952316284	0.05375000089406967	0.9907500147819519	5.0	19.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:26:00	13.0	4.64384E8	0.0	2.4457216E7	0.0	1044480.0	null	3.58989824E8	0.0	0.05400000140070915	0.04349999874830246	0.9912499785423279	5.0	null	null	null	null	71.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:26:00	13.0	4.64384E8	0.0	2.4457216E7	0.0	1044480.0	null	3.58989824E8	0.0	0.05400000140070915	0.04349999874830246	0.9912499785423279	5.0	null	null	null	null	71.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:25:00	8.0	4.6401536E8	0.0	2.4457216E7	0.0	1044480.0	null	3.59428096E8	0.0	0.05375000089406967	0.050999999046325684	0.9912499785423279	3.0	null	null	null	null	49.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:25:00	8.0	4.6401536E8	0.0	2.4457216E7	0.0	1044480.0	null	3.59428096E8	0.0	0.05375000089406967	0.050999999046325684	0.9912499785423279	3.0	null	null	null	null	49.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:24:00	7.0	4.64687104E8	null	1069056.0	0.0	0.0	null	3.59428096E8	0.0	0.057999998331069946	0.05925000086426735	0.9909999966621399	3.0	null	null	null	null	25.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:24:00	7.0	4.64687104E8	null	1069056.0	0.0	0.0	null	3.59428096E8	0.0	0.057999998331069946	0.05925000086426735	0.9909999966621399	3.0	null	null	null	null	25.0	0.0	0.0	0.0	null	null	null	
2017-04-20-19:23:00	3.0	4.63200256E8	null	null	0.0	4.77863936E8	null	1052672.0	0.0	0.05624999850988388	0.07325000315904617	0.9909999966621399	3.0	null	null	null	null	null	null	null	null	null	null	null	
2017-04-20-19:23:00	3.0	4.63200256E8	null	null	0.0	4.77863936E8	null	1052672.0	0.0	0.05624999850988388	0.07325000315904617	0.9909999966621399	3.0	null	null	null	null	null	null	null	null	null	null	null	
2017-04-20-19:22:00	1.0	4.63163392E8	null	null	null	4.7796224E8	null	1052672.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	null	null	null	
2017-04-20-19:22:00	1.0	4.63163392E8	null	null	null	4.7796224E8	null	1052672.0	0.0	0.0	0.0	0.0	0.0	null	null	null	null	null	null	null	null	null	null	null	
