('profile: ', [(0, 3), (49, 3), (62, 3), (60, 3), (124, 3), (154, 3), (227, 3), (280, 3), (230, 3), (305, 3), (351, 3), (405, 3), (438, 3), (466, 3), (528, 3), (600, 3)])
('2017-05-14 16:13:21', 1494778401, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 16:16:21', 1494778581, 'Users=', 49, 'Duration=', 3, 'min')
('2017-05-14 16:19:21', 1494778761, 'Users=', 62, 'Duration=', 3, 'min')
('2017-05-14 16:22:21', 1494778941, 'Users=', 60, 'Duration=', 3, 'min')
('2017-05-14 16:25:21', 1494779121, 'Users=', 124, 'Duration=', 3, 'min')
('2017-05-14 16:28:21', 1494779301, 'Users=', 154, 'Duration=', 3, 'min')
('2017-05-14 16:31:21', 1494779481, 'Users=', 227, 'Duration=', 3, 'min')
('2017-05-14 16:34:22', 1494779662, 'Users=', 280, 'Duration=', 3, 'min')
('2017-05-14 16:37:22', 1494779842, 'Users=', 230, 'Duration=', 3, 'min')
('2017-05-14 16:40:22', 1494780022, 'Users=', 305, 'Duration=', 3, 'min')
('2017-05-14 16:43:22', 1494780202, 'Users=', 351, 'Duration=', 3, 'min')
('2017-05-14 16:46:22', 1494780382, 'Users=', 405, 'Duration=', 3, 'min')
('2017-05-14 16:49:22', 1494780562, 'Users=', 438, 'Duration=', 3, 'min')
('2017-05-14 16:52:22', 1494780742, 'Users=', 466, 'Duration=', 3, 'min')
('2017-05-14 16:55:22', 1494780922, 'Users=', 528, 'Duration=', 3, 'min')
('2017-05-14 16:58:22', 1494781102, 'Users=', 600, 'Duration=', 3, 'min')
