Time;middletier-jwnhp;Limit;cpu/node_reservation.distinct;cpu/node_utilization.distinct;cpu/usage_rate.count;cfp.distinct {hostname: middletier-jwnhp};cfp.distinct {hostname: middletier-ppdbq};fpm.distinct {hostname: 10.0.11.64};fpm.distinct {hostname: middletier-jwnhp};fpm.distinct {hostname: middletier-ppdbq};test_results.fail_count_elapsed;test_results.fail_count_elapsed
2017-07-27T09:49:17+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:17+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:18+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:18+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:19+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:19+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:20+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:20+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:21+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:21+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:22+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:22+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:23+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:23+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:24+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:24+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:25+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:25+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:26+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:26+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:27+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:27+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:28+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:28+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:29+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:29+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:30+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:30+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:31+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:31+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:32+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:32+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:33+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:33+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:34+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:34+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:35+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:35+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:36+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:36+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:37+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:37+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:38+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:38+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:39+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:39+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:40+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:40+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:41+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:41+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:42+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:42+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:43+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:43+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:44+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:44+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:45+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:45+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:46+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:46+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:47+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:47+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:48+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:48+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:49+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:49+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:50+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:50+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:51+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:51+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:52+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:52+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:53+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:53+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:54+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:54+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:55+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:55+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:56+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:56+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:57+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:57+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:58+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:58+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:59+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:49:59+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:00+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:00+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:01+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:01+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:02+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:02+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:03+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:03+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:04+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:04+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:05+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:05+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:06+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:06+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:07+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:07+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:08+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:08+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:09+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:09+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:10+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:10+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:11+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:11+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:12+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:12+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:13+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:13+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:14+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:14+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:15+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:15+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:16+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:16+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:17+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:17+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:18+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:18+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:19+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:19+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:20+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:20+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:21+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:21+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:22+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:22+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:23+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:23+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:24+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:24+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:25+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:25+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:26+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:26+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:27+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:27+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:28+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:28+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:29+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:29+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:30+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:30+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:31+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:31+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:32+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:32+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:33+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:33+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:34+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:34+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:35+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:35+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:36+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:36+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:37+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:37+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:38+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:38+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:39+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:39+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:40+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:40+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:41+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:41+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:42+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:42+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:43+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:43+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:44+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:44+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:45+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:45+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:46+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:46+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:47+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:47+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:48+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:48+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:49+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:49+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:50+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:50+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:51+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:51+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:52+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:52+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:53+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:53+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:54+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:54+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:55+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:55+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:56+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:56+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:57+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:57+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:58+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:58+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:59+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:50:59+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:00+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:00+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:01+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:01+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:02+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:02+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:03+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:03+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:04+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:04+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:05+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:05+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
2017-07-27T09:51:06+02:00;undefined;undefined;undefined;undefined;11;undefined;undefined;undefined;undefined;undefined;undefined;undefined
