_DATE,cpuusage_middle,memusage_middle,network_middle,cpuusage_server,memusage_server,network_server,cpuusage_cassandra,memusage_cassandra,network_cassandra,cpuusage_edge1,cpuusage_edge2,memusage_edge1,memusage_edge2,network_edge1,,nodecpu61,nodecpu62,nodecpu63,nodecpu64,nodemem64,locustusers,status_200_count1,status_200_count2,status_500_count1,status_500_count2,status_0_count1,status_0_count2,status_other_count1,status_other_count2,percentile_viewfeedresponsetime_edge1,percentile_viewfeedresponsetime_edge2,percentile_addfeedresponsetime_edge1,percentile_addfeedresponsetime_edge2,percentile_deletefeedresponsetime_edge1,percentile_deletefeedresponsetime_edge2,percentile_fetch_middle,percentile_fetchfeeds_middle,percentile_fetchfeeds_middle,percentile_sub_middle,percentile_unsub_middle
Sun Apr 30 19:11:00 UTC 2017,334,1140920320,6127929.5,24,27213824,66485.8203125,70,852877312,16834.0234375,61,55,1125789696,1134333952,1032325.5,,0.082999996840954,0.079499997198582,0.097750000655651,0.190999999642372,0.924684047698975,150,3792,3707,0,0,0,0,0,0,55821465,35666123,4628501,3908047,11603730,5301228,30743372,6080055,6080055,1434083,1589212
Sun Apr 30 19:10:00 UTC 2017,311,1141968896,5192347,21,27201536,56889.69921875,66,852615168,11803.0498046875,56,44,1126961152,1134333952,1032325.5,,0.072750002145767,0.086249999701977,0.09825000166893,0.1875,0.924215316772461,150,3184,3107,0,0,0,0,0,0,45902778,34905532,6320069,5749885,14270432,7606908,28868480,6004984,6004984,1615037,1662503
Sun Apr 30 19:09:00 UTC 2017,273,1140617216,4298258,18,25767936,9779.0341796875,52,852443136,11803.0498046875,49,34,1125965824,1134628864,1032325.5,,0.069499999284744,0.076499998569489,0.104000002145767,0.156000003218651,0.923820972442627,150,2590,2511,0,0,0,0,0,0,47879531,38550024,16568883,11249783,8589640,8375308,31414224,6177118,6177118,1669076,1910966
Sun Apr 30 19:08:00 UTC 2017,227,1141280768,3963366,16,25432064,9779.0341796875,54,852299776,11803.0498046875,45,33,1126199296,1134489600,501695.03125,,0.076999999582768,0.077249996364117,0.079750001430512,0.152750000357628,0.925540804862976,100,2074,2024,0,0,0,0,0,0,63888034,44075692,6855608,17678786,7168817,10531902,32641581,6055737,6055737,1841440,1714512
Sun Apr 30 19:07:00 UTC 2017,206,1141112832,2729857.5,10,25858048,9779.0341796875,41,852283392,8780.21484375,33,25,1126952960,1134567424,501695.03125,,0.070000000298023,0.071750000119209,0.074000000953674,0.129250004887581,0.923352777957916,100,1667,1628,0,0,0,0,0,0,53897243,38715829,21868176,5979984,15857940,33339678,29596185,5613936,5613936,1705995,1794701
Sun Apr 30 19:06:00 UTC 2017,140,1140854784,854573.0625,9,24735744,9779.0341796875,30,852213760,6207.66748046875,25,19,1126191104,1134714880,501695.03125,,0.068250000476837,0.071000002324581,0.066749997437,0.114000000059605,0.923195719718933,100,1259,1227,0,0,0,0,0,0,53543563,56212751,9933694,23169311,30782219,11408810,32717104,5951850,5951850,1942453,2547008
Sun Apr 30 19:05:00 UTC 2017,111,1141669888,854573.0625,8,25858048,9779.0341796875,30,852049920,6183.73291015625,22,19,1126334464,1134948352,147547.921875,,0.094250001013279,0.069250002503395,0.073749996721745,0.109999999403954,0.923040628433228,50,948,946,0,0,0,0,0,0,76780870,82837033,9407828,10838090,15720695,7327780,73372253,6136185,6136185,2168587,2061994
Sun Apr 30 19:04:00 UTC 2017,103,1140584448,854573.0625,6,24735744,9779.0341796875,22,851927040,4582.29736328125,15,15,1127329792,1134936064,147547.921875,,0.065499998629093,0.061999998986721,0.058749999850988,0.086000002920628,0.922022938728332,50,750,746,0,0,0,0,0,0,83108775,71354538,47020905,34295005,18350574,11299934,66226402,6504664,6504664,1565322,1810840
Sun Apr 30 19:03:00 UTC 2017,70,1141735424,854573.0625,3,25858048,9779.0341796875,14,851894272,2297.86328125,8,10,1126424576,1135108096,147547.921875,,0.073499999940395,0.069499999284744,0.061749998480082,0.087750002741814,0.921874642372131,50,549,552,0,0,0,0,0,0,88239425,82074171,38692224,16672394,15191222,7643222,76653738,7743092,7743092,1755481,1856673
Sun Apr 30 19:02:00 UTC 2017,48,1141637120,624464.1875,3,25858048,9773.8154296875,15,851816448,2297.86328125,7,9,1126604800,1134649344,111782.71875,,0.066249996423721,0.060499999672175,0.050749998539686,0.079499997198582,0.923211336135864,20,395,423,0,0,0,0,0,0,97400334,102195699,22680713,13919598,16825485,5901158,92310700,24228853,24228853,2773043,2496586
Sun Apr 30 19:01:00 UTC 2017,42,1140731904,624464.1875,2,25858048,2758.27099609375,12,851800064,2297.86328125,6,7,1127743488,1134739456,111782.71875,,0.060249999165535,0.063000001013279,0.060499999672175,0.074749998748303,0.921585023403168,20,317,343,0,0,0,0,0,0,86012444,87677133,3896733,27748271,26969335,8775770,85494940,11082714,11082714,2148195,1362428
Sun Apr 30 19:00:00 UTC 2017,35,1140649984,482338.6875,2,24735744,2758.27099609375,11,851734528,1531.08776855469,5,5,1127743488,1134915584,99358.234375,,0.073499999940395,0.063749998807907,0.051750000566244,0.081500001251698,0.921434819698334,20,238,264,0,0,0,0,0,0,92267135,78512822,7031889,13492981,4615369,6439925,77526161,11566252,11566252,1692630,1501152
Sun Apr 30 18:59:00 UTC 2017,28,1141604352,482338.6875,2,25853952,2758.27099609375,9,851734528,1546.15856933594,5,6,1127833600,1135005696,104090.4375,,0.068000003695488,0.061500001698732,0.050749998539686,0.077500000596047,0.921374142169952,10,174,212,0,0,0,0,0,0,101370758,95620650,6634748,4973807,19055576,4701536,92625575,19788739,19788739,1870491,1600261
Sun Apr 30 18:58:00 UTC 2017,27,1141637120,206836.734375,1,24731648,2758.27099609375,7,851660800,1417.5703125,6,5,1127923712,1135005696,58097.97265625,,0.062749996781349,0.056749999523163,0.050999999046326,0.070749998092651,0.921265065670013,10,130,172,0,0,0,0,0,0,89711667,93736339,4731786,26831252,45121047,4688339,87099639,29203831,29203831,1827353,1986105
Sun Apr 30 18:57:00 UTC 2017,23,1140584448,206836.734375,1,25853952,2758.27099609375,7,851783680,925.742858886719,5,3,1127104512,1135091712,58097.97265625,,0.067500002682209,0.063249997794628,0.053249999880791,0.061749998480082,0.921157896518707,10,91,129,0,0,0,0,0,0,59835877,91781444,4669030,7927732,4993505,7626016,84260597,22463886,22463886,2296295,1961669
Sun Apr 30 18:56:00 UTC 2017,17,1141604352,206836.734375,0,25853952,2280.41064453125,6,851648512,945.014770507813,4,2,1128099840,1135177728,58097.97265625,,0.068750001490116,0.067249998450279,0.054499998688698,0.068499997258186,0.921242535114288,5,62,101,0,0,0,0,0,0,89421902,103626948,4964197,6625554,10852984,5010631,93071824,17796189,17796189,1820073,2425407
Sun Apr 30 18:55:00 UTC 2017,12,1141669888,130725.3359375,0,25853952,1489.11181640625,5,851525632,945.014770507813,2,2,1128185856,1135267840,27038.705078125,,0.085749998688698,0.057250000536442,0.045249998569489,0.068999998271465,0.921148121356964,5,46,78,0,0,0,0,0,0,85792406,98418791,6037267,6600128,4503805,6565275,95789747,59704778,59704778,2181892,1899441
Sun Apr 30 18:54:00 UTC 2017,9,1140776960,130725.3359375,0,24727552,1489.11181640625,5,851431424,716.539916992187,2,1,1127424000,1135357952,27038.705078125,,0.063749998807907,0.0625,0.05350000038743,0.064249999821186,0.921085000038147,5,30,53,0,0,0,0,0,0,78545875,90648659,3605766,2916942,3392236,3683960,87722423,54803739,54803739,1287536,1241062
Sun Apr 30 18:53:00 UTC 2017,8,1140715520,111234.9609375,0,24727552,498.801452636719,5,851431424,716.539916992187,2,1,1127514112,1135448064,2537.5869140625,,0.064750000834465,0.057500001043081,0.0447500012815,0.061749998480082,0.921198964118958,3,19,35,0,0,0,0,0,0,85240365,84659676,3658431,2684431,3013413,6203440,83077817,23723771,23723771,1210048,1428490
Sun Apr 30 18:52:00 UTC 2017,7,1140584448,50094.5625,0,25841664,498.801452636719,4,851427328,534.726440429688,1,1,1128656896,1135538176,2537.5869140625,,0.064750000834465,0.064249999821186,0.05824999883771,0.063749998807907,0.921143710613251,3,10,18,0,0,0,0,0,0,101937272,107526519,3289633,4253320,4613310,3774354,104581720,51153314,51153314,1300577,1534367
Sun Apr 30 18:51:00 UTC 2017,4,1140584448,null,0,25841664,null,4,851427328,486.919494628906,5,1,1128742912,1135628288,null,,0.079499997198582,0.054249998182058,0.122249998152256,0.068999998271465,0.921151518821716,3,null,null,null,null,null,null,null,null,105431385,61277246,4017830,8592384,2573795,6004144,78367675,55864421,55864421,2051053,1301652
Sun Apr 30 18:50:00 UTC 2017,2,null,null,null,null,null,null,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
