_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	network_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Mon May 15 18:38:00 UTC 2017	995.0	1.09879296E9	1.8376876E7	73.0	2.5939968E7	257199.125	119.0	8.60311552E8	41501.76953125	197.0	174.0	1.27741952E9	1.297432576E9	3691156.75	3617099.5	0.10700000077486038	0.24250000715255737	0.23874999582767487	0.3452500104904175	0.7861058712005615	600.0	43594.0	43935.0	3108.0	3098.0	5.0	6.0	0.0	0.0	3.44809216E8	3.46883491E8	8.3984359E7	9.0984362E7	8.5916146E7	8.8191235E7	1.14907555E8	6.1031718E7	6.1031718E7	7518525.0	7123706.0	
Mon May 15 18:37:00 UTC 2017	989.0	1.13240064E9	1.8376876E7	74.0	2.6730496E7	254225.25	121.0	8.59635712E8	41501.76953125	199.0	176.0	1.27789056E9	1.297432576E9	3633708.0	3844557.25	0.09525000303983688	0.23624999821186066	0.25049999356269836	0.35199999809265137	0.7847388386726379	600.0	41975.0	42312.0	2764.0	2732.0	4.0	5.0	0.0	0.0	3.53599827E8	3.30107461E8	9.7911833E7	8.6272679E7	9.3170326E7	8.6728018E7	1.16643071E8	6.1194126E7	6.1194126E7	9619327.0	8477822.0	
Mon May 15 18:36:00 UTC 2017	992.0	1.132683264E9	1.8293066E7	73.0	2.4641536E7	250475.59375	117.0	8.59377664E8	41304.06640625	191.0	175.0	1.277886464E9	1.297522688E9	3633708.0	3844557.25	0.10999999940395355	0.2317499965429306	0.22975000739097595	0.3564999997615814	0.7895253896713257	553.0	40368.0	40692.0	2422.0	2379.0	3.0	4.0	0.0	0.0	3.75406651E8	3.5737446E8	7.62055E7	8.9152747E7	9.4759407E7	8.9841535E7	1.16596223E8	6.155358E7	6.155358E7	7231463.0	7843298.0	
Mon May 15 18:35:00 UTC 2017	989.0	1.134833664E9	1.8266596E7	73.0	2.6107904E7	251185.734375	118.0	8.59017216E8	41545.3515625	190.0	169.0	1.277652992E9	1.297424384E9	3633708.0	3844557.25	0.12075000256299973	0.23624999821186066	0.24124999344348907	0.36125001311302185	0.7907158136367798	553.0	38788.0	39057.0	2043.0	2039.0	3.0	2.0	0.0	0.0	3.77200193E8	3.77271233E8	8.6937467E7	9.0206001E7	8.6628309E7	8.9480975E7	1.17072631E8	6.224185E7	6.224185E7	9037364.0	7706873.0	
Mon May 15 18:34:00 UTC 2017	996.0	1.120784384E9	1.8266596E7	75.0	2.5985024E7	248739.625	118.0	8.58648576E8	41545.3515625	191.0	174.0	1.27799296E9	1.297420288E9	3633708.0	3844557.25	0.09300000220537186	0.2382500022649765	0.23549999296665192	0.35725000500679016	0.7872639894485474	553.0	37227.0	37502.0	1666.0	1624.0	3.0	0.0	0.0	0.0	3.99087869E8	3.92084693E8	9.057867E7	9.3190881E7	1.44392539E8	8.9599272E7	1.23232098E8	6.3078413E7	6.3078413E7	9401967.0	8323785.0	
Mon May 15 18:33:00 UTC 2017	997.0	1.1290624E9	1.8266596E7	74.0	2.5247744E7	245173.140625	120.0	8.58324992E8	41545.3515625	189.0	171.0	1.277882368E9	1.29835008E9	3555256.25	null	0.10525000095367432	0.2290000021457672	0.34150001406669617	0.35475000739097595	0.788875162601471	553.0	35664.0	35935.0	1268.0	1240.0	2.0	0.0	0.0	0.0	3.87695505E8	3.865957E8	8.1345808E7	1.01032546E8	9.5852036E7	9.4532953E7	1.2414187E8	6.2471593E7	6.2471593E7	8864283.0	1.0950647E7	
Mon May 15 18:32:00 UTC 2017	988.0	1.124007936E9	1.8323114E7	73.0	2.5919488E7	245173.140625	124.0	8.57919488E8	40281.82421875	195.0	175.0	1.278390272E9	1.29835008E9	3555256.25	null	0.10225000232458115	0.23399999737739563	0.23800000548362732	0.3555000126361847	0.788367748260498	512.0	34078.0	34313.0	906.0	891.0	1.0	0.0	0.0	0.0	3.7325271E8	3.25336644E8	8.7854426E7	1.03524219E8	8.9427729E7	8.0644622E7	1.16216597E8	6.1551992E7	6.1551992E7	9242163.0	7451857.0	
Mon May 15 18:31:00 UTC 2017	989.0	1.127415808E9	1.7029572E7	73.0	2.5755648E7	245173.140625	124.0	8.57448448E8	40281.82421875	188.0	163.0	1.275953152E9	1.2942336E9	3555256.25	null	0.09375	0.22550000250339508	0.2277500033378601	0.3440000116825104	0.787932813167572	512.0	32409.0	32609.0	620.0	607.0	0.0	0.0	0.0	0.0	3.146085E8	3.03916956E8	8.354363E7	7.9500697E7	8.4554977E7	7.5319907E7	1.12354706E8	6.0535305E7	6.0535305E7	7143824.0	6810257.0	
Mon May 15 18:30:00 UTC 2017	973.0	1.111822336E9	1.7029572E7	71.0	2.4399872E7	245173.140625	128.0	8.57214976E8	40629.16015625	180.0	158.0	1.275949056E9	1.294753792E9	3555256.25	null	0.09974999725818634	0.21275000274181366	0.2304999977350235	0.34375	0.7849835157394409	256.0	30822.0	31014.0	437.0	425.0	0.0	0.0	0.0	0.0	2.99214239E8	2.95663285E8	7.0156653E7	7.1911979E7	6.3241108E7	6.8843399E7	1.10475008E8	5.7653068E7	5.7653068E7	6885724.0	5842672.0	
Mon May 15 18:29:00 UTC 2017	950.0	1.08179456E9	1.7029572E7	69.0	2.4338432E7	223982.90625	130.0	8.56805376E8	40629.16015625	184.0	160.0	1.275809792E9	1.294839808E9	3534410.75	3462141.0	0.1080000028014183	0.2224999964237213	0.2397499978542328	0.33924999833106995	0.7843939065933228	441.0	29229.0	29422.0	313.0	291.0	0.0	0.0	0.0	0.0	2.84646878E8	2.79063915E8	6.1906569E7	5.9206786E7	6.775051E7	6.0890653E7	1.06663074E8	5.5783476E7	5.5783476E7	5536627.0	6031071.0	
