('profile: ', [(0, 3), (19, 3), (80, 3), (125, 3), (192, 3), (220, 3), (245, 3), (309, 3), (283, 3), (337, 3), (409, 3), (488, 3), (537, 3), (540, 3), (579, 3), (600, 3)])
('2017-05-02 14:27:11', 1493735231, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-02 14:30:11', 1493735411, 'Users=', 19, 'Duration=', 3, 'min')
('2017-05-02 14:33:11', 1493735591, 'Users=', 80, 'Duration=', 3, 'min')
('2017-05-02 14:36:11', 1493735771, 'Users=', 125, 'Duration=', 3, 'min')
('2017-05-02 14:39:11', 1493735951, 'Users=', 192, 'Duration=', 3, 'min')
('2017-05-02 14:42:11', 1493736131, 'Users=', 220, 'Duration=', 3, 'min')
('2017-05-02 14:45:11', 1493736311, 'Users=', 245, 'Duration=', 3, 'min')
('2017-05-02 14:48:12', 1493736492, 'Users=', 309, 'Duration=', 3, 'min')
('2017-05-02 14:51:12', 1493736672, 'Users=', 283, 'Duration=', 3, 'min')
('2017-05-02 14:54:12', 1493736852, 'Users=', 337, 'Duration=', 3, 'min')
('2017-05-02 14:57:12', 1493737032, 'Users=', 409, 'Duration=', 3, 'min')
('2017-05-02 15:00:12', 1493737212, 'Users=', 488, 'Duration=', 3, 'min')
('2017-05-02 15:03:12', 1493737392, 'Users=', 537, 'Duration=', 3, 'min')
('2017-05-02 15:06:12', 1493737572, 'Users=', 540, 'Duration=', 3, 'min')
('2017-05-02 15:09:12', 1493737752, 'Users=', 579, 'Duration=', 3, 'min')
('2017-05-02 15:12:12', 1493737932, 'Users=', 600, 'Duration=', 3, 'min')
