_DATE	host	cpuusage	memusage	nodecpu	locustusers	fails1	requests1	fails	requests	
2017-04-09-17:46:00	rssserver-63g53	0.0	2.193408E7	0.042750000953674316	0.0	3626.0	65061.0	3732.0	65076.0	
2017-04-09-17:46:00	rssserver-63g53	0.0	2.193408E7	0.042750000953674316	0.0	3626.0	65061.0	3732.0	65076.0	
2017-04-09-17:45:00	rssserver-63g53	0.0	2.2249472E7	0.05950000137090683	0.0	3626.0	65061.0	3732.0	65076.0	
2017-04-09-17:45:00	rssserver-63g53	0.0	2.2249472E7	0.05950000137090683	0.0	3626.0	65061.0	3732.0	65076.0	
2017-04-09-17:44:00	rssserver-63g53	8.0	2.4920064E7	0.10750000178813934	0.0	3626.0	65061.0	3732.0	65076.0	
2017-04-09-17:44:00	rssserver-63g53	8.0	2.4920064E7	0.10750000178813934	0.0	3626.0	65061.0	3732.0	65076.0	
2017-04-09-17:43:00	rssserver-63g53	34.0	2.5194496E7	0.09125000238418579	300.0	3626.0	65061.0	3732.0	65076.0	
2017-04-09-17:43:00	rssserver-63g53	34.0	2.5194496E7	0.09125000238418579	300.0	3626.0	65061.0	3732.0	65076.0	
2017-04-09-17:42:00	rssserver-63g53	37.0	2.5956352E7	0.09000000357627869	300.0	3624.0	63880.0	3729.0	63862.0	
2017-04-09-17:42:00	rssserver-63g53	37.0	2.5956352E7	0.09000000357627869	300.0	3624.0	63880.0	3729.0	63862.0	
2017-04-09-17:41:00	rssserver-63g53	39.0	2.516992E7	0.0925000011920929	350.0	3611.0	62523.0	3715.0	62508.0	
2017-04-09-17:41:00	rssserver-63g53	39.0	2.516992E7	0.0925000011920929	350.0	3611.0	62523.0	3715.0	62508.0	
2017-04-09-17:40:00	rssserver-63g53	38.0	2.650112E7	0.09125000238418579	350.0	3600.0	61130.0	3708.0	61123.0	
2017-04-09-17:40:00	rssserver-63g53	38.0	2.650112E7	0.09125000238418579	350.0	3600.0	61130.0	3708.0	61123.0	
2017-04-09-17:39:00	rssserver-63g53	38.0	2.5628672E7	0.08799999952316284	400.0	3569.0	59599.0	3676.0	59570.0	
2017-04-09-17:39:00	rssserver-63g53	38.0	2.5628672E7	0.08799999952316284	400.0	3569.0	59599.0	3676.0	59570.0	
2017-04-09-17:38:00	rssserver-63g53	30.0	2.420736E7	0.0754999965429306	400.0	3553.0	58020.0	3651.0	57968.0	
2017-04-09-17:38:00	rssserver-63g53	30.0	2.420736E7	0.0754999965429306	400.0	3553.0	58020.0	3651.0	57968.0	
2017-04-09-17:37:00	rssserver-63g53	23.0	2.3515136E7	0.07100000232458115	250.0	3531.0	56923.0	3623.0	56904.0	
2017-04-09-17:37:00	rssserver-63g53	23.0	2.3515136E7	0.07100000232458115	250.0	3531.0	56923.0	3623.0	56904.0	
2017-04-09-17:36:00	rssserver-63g53	15.0	2.3502848E7	0.06475000083446503	250.0	3531.0	55938.0	3623.0	55900.0	
