_DATE	host	cpuusage	memusage	nodecpu	locustusers	
2017-03-13-00:02:00 edge-8vsjk 146.0 1.063297024E9 0.10350000113248825 600.0 
2017-03-13-00:02:00 edge-8vsjk 146.0 1.063297024E9 0.10350000113248825 600.0 
2017-03-13-00:01:00 edge-8vsjk 158.0 1.062150144E9 0.10649999976158142 600.0 
2017-03-13-00:01:00 edge-8vsjk 158.0 1.062150144E9 0.10649999976158142 600.0 
2017-03-13-00:00:00 edge-8vsjk 157.0 1.063563264E9 0.10300000011920929 600.0 
2017-03-13-00:00:00 edge-8vsjk 157.0 1.063563264E9 0.10300000011920929 600.0 
2017-03-12-23:59:00 edge-8vsjk 160.0 1.0648576E9 0.10374999791383743 500.0 
2017-03-12-23:59:00 edge-8vsjk 160.0 1.0648576E9 0.10374999791383743 500.0 
2017-03-12-23:58:00 edge-8vsjk 162.0 1.056448512E9 0.09950000047683716 500.0 
2017-03-12-23:58:00 edge-8vsjk 162.0 1.056448512E9 0.09950000047683716 500.0 
2017-03-12-23:57:00 edge-8vsjk 155.0 1.056096256E9 0.09849999845027924 500.0 
2017-03-12-23:57:00 edge-8vsjk 155.0 1.056096256E9 0.09849999845027924 500.0 
2017-03-12-23:56:00 edge-8vsjk 151.0 1.055039488E9 0.09749999642372131 400.0 
2017-03-12-23:56:00 edge-8vsjk 151.0 1.055039488E9 0.09749999642372131 400.0 
2017-03-12-23:55:00 edge-8vsjk 129.0 1.055178752E9 0.08824999630451202 400.0 
2017-03-12-23:55:00 edge-8vsjk 129.0 1.055178752E9 0.08824999630451202 400.0 
2017-03-12-23:54:00 edge-8vsjk 132.0 1.052073984E9 0.0989999994635582 400.0 
2017-03-12-23:54:00 edge-8vsjk 132.0 1.052073984E9 0.0989999994635582 400.0 
2017-03-12-23:53:00 edge-8vsjk 141.0 1.052028928E9 0.11550000309944153 350.0 
2017-03-12-23:53:00 edge-8vsjk 141.0 1.052028928E9 0.11550000309944153 350.0 
2017-03-12-23:52:00 edge-8vsjk 135.0 1.051516928E9 0.08624999970197678 350.0 
2017-03-12-23:52:00 edge-8vsjk 135.0 1.051516928E9 0.08624999970197678 350.0 
2017-03-12-23:51:00 edge-8vsjk 122.0 1.047597056E9 0.08799999952316284 350.0 
