_DATE	host	cpuusage	memusage	nodecpu	locustusers	
2017-03-12-23:34:00	middletier-2vpks	106.0	8.8936448E8	0.04600000008940697	50.0	
2017-03-12-23:33:00	middletier-2vpks	55.0	8.88332288E8	0.06925000250339508	50.0	
2017-03-12-23:33:00	middletier-2vpks	55.0	8.88332288E8	0.06925000250339508	50.0	
2017-03-12-23:32:00	middletier-2vpks	47.0	8.8825856E8	0.04724999889731407	20.0	
2017-03-12-23:32:00	middletier-2vpks	47.0	8.8825856E8	0.04724999889731407	20.0	
2017-03-12-23:31:00	middletier-2vpks	39.0	8.8715264E8	0.045249998569488525	20.0	
2017-03-12-23:31:00	middletier-2vpks	39.0	8.8715264E8	0.045249998569488525	20.0	
2017-03-12-23:30:00	middletier-2vpks	25.0	8.86034432E8	0.04399999976158142	20.0	
2017-03-12-23:30:00	middletier-2vpks	25.0	8.86034432E8	0.04399999976158142	20.0	
2017-03-12-23:29:00	middletier-2vpks	22.0	8.856576E8	0.041999999433755875	10.0	
2017-03-12-23:29:00	middletier-2vpks	22.0	8.856576E8	0.041999999433755875	10.0	
2017-03-12-23:28:00	middletier-2vpks	24.0	8.84625408E8	0.042500000447034836	10.0	
2017-03-12-23:28:00	middletier-2vpks	24.0	8.84625408E8	0.042500000447034836	10.0	
2017-03-12-23:27:00	middletier-2vpks	15.0	8.83716096E8	0.04399999976158142	10.0	
2017-03-12-23:27:00	middletier-2vpks	15.0	8.83716096E8	0.04399999976158142	10.0	
2017-03-12-23:26:00	middletier-2vpks	14.0	8.82147328E8	0.04500000178813934	5.0	
2017-03-12-23:26:00	middletier-2vpks	14.0	8.82147328E8	0.04500000178813934	5.0	
2017-03-12-23:25:00	middletier-2vpks	11.0	8.81303552E8	0.04100000113248825	5.0	
2017-03-12-23:25:00	middletier-2vpks	11.0	8.81303552E8	0.04100000113248825	5.0	
2017-03-12-23:24:00	middletier-2vpks	7.0	8.81303552E8	0.04024999961256981	5.0	
2017-03-12-23:24:00	middletier-2vpks	7.0	8.81303552E8	0.04024999961256981	5.0	
2017-03-12-23:23:00	middletier-2vpks	8.0	8.77686784E8	0.06949999928474426	3.0	
2017-03-12-23:23:00	middletier-2vpks	8.0	8.77686784E8	0.06949999928474426	3.0	
2017-03-12-23:22:00	middletier-2vpks	6.0	8.77621248E8	0.041999999433755875	3.0	
2017-03-12-23:22:00	middletier-2vpks	6.0	8.77621248E8	0.041999999433755875	3.0	
2017-03-12-23:21:00	middletier-2vpks	1.0	8.77621248E8	0.04374999925494194	3.0	
2017-03-12-23:21:00	middletier-2vpks	1.0	8.77621248E8	0.04374999925494194	3.0	
