_DATE	host	cpuusage	memusage	nodecpu	locustusers	
2017-03-12-23:34:00 edge-sjsht 25.0 3.72506624E8 0.04600000008940697 50.0 
2017-03-12-23:34:00 edge-sjsht 25.0 3.72506624E8 0.04600000008940697 50.0 
2017-03-12-23:33:00 edge-sjsht 10.0 3.71068928E8 0.06925000250339508 50.0 
2017-03-12-23:33:00 edge-sjsht 10.0 3.71068928E8 0.06925000250339508 50.0 
2017-03-12-23:32:00 edge-sjsht 9.0 3.71949568E8 0.04724999889731407 20.0 
2017-03-12-23:32:00 edge-sjsht 9.0 3.71949568E8 0.04724999889731407 20.0 
2017-03-12-23:31:00 edge-sjsht 8.0 3.7296128E8 0.045249998569488525 20.0 
2017-03-12-23:31:00 edge-sjsht 8.0 3.7296128E8 0.045249998569488525 20.0 
2017-03-12-23:30:00 edge-sjsht 6.0 3.73551104E8 0.04399999976158142 20.0 
2017-03-12-23:30:00 edge-sjsht 6.0 3.73551104E8 0.04399999976158142 20.0 
2017-03-12-23:29:00 edge-sjsht 4.0 3.72461568E8 0.041999999433755875 10.0 
2017-03-12-23:29:00 edge-sjsht 4.0 3.72461568E8 0.041999999433755875 10.0 
2017-03-12-23:28:00 edge-sjsht 4.0 3.72338688E8 0.042500000447034836 10.0 
2017-03-12-23:28:00 edge-sjsht 4.0 3.72338688E8 0.042500000447034836 10.0 
2017-03-12-23:27:00 edge-sjsht 3.0 3.73014528E8 0.04399999976158142 10.0 
2017-03-12-23:27:00 edge-sjsht 3.0 3.73014528E8 0.04399999976158142 10.0 
2017-03-12-23:26:00 edge-sjsht 3.0 3.7390336E8 0.04500000178813934 5.0 
2017-03-12-23:26:00 edge-sjsht 3.0 3.7390336E8 0.04500000178813934 5.0 
2017-03-12-23:25:00 edge-sjsht 2.0 3.7384192E8 0.04100000113248825 5.0 
2017-03-12-23:25:00 edge-sjsht 2.0 3.7384192E8 0.04100000113248825 5.0 
2017-03-12-23:24:00 edge-sjsht 1.0 3.73751808E8 0.04024999961256981 5.0 
