('profile: ', [(0, 3), (44, 3), (81, 3), (115, 3), (161, 3), (172, 3), (194, 3), (278, 3), (268, 3), (344, 3), (380, 3), (455, 3), (479, 3), (536, 3), (551, 3), (600, 3)])
('2017-05-14 04:39:19', 1494736759, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 04:42:19', 1494736939, 'Users=', 44, 'Duration=', 3, 'min')
('2017-05-14 04:45:19', 1494737119, 'Users=', 81, 'Duration=', 3, 'min')
('2017-05-14 04:48:19', 1494737299, 'Users=', 115, 'Duration=', 3, 'min')
('2017-05-14 04:51:19', 1494737479, 'Users=', 161, 'Duration=', 3, 'min')
('2017-05-14 04:54:20', 1494737660, 'Users=', 172, 'Duration=', 3, 'min')
('2017-05-14 04:57:20', 1494737840, 'Users=', 194, 'Duration=', 3, 'min')
('2017-05-14 05:00:20', 1494738020, 'Users=', 278, 'Duration=', 3, 'min')
('2017-05-14 05:03:20', 1494738200, 'Users=', 268, 'Duration=', 3, 'min')
('2017-05-14 05:06:20', 1494738380, 'Users=', 344, 'Duration=', 3, 'min')
('2017-05-14 05:09:20', 1494738560, 'Users=', 380, 'Duration=', 3, 'min')
('2017-05-14 05:12:20', 1494738740, 'Users=', 455, 'Duration=', 3, 'min')
('2017-05-14 05:15:20', 1494738920, 'Users=', 479, 'Duration=', 3, 'min')
('2017-05-14 05:18:20', 1494739100, 'Users=', 536, 'Duration=', 3, 'min')
('2017-05-14 05:21:20', 1494739280, 'Users=', 551, 'Duration=', 3, 'min')
('2017-05-14 05:24:20', 1494739460, 'Users=', 600, 'Duration=', 3, 'min')
