_DATE	host	cpuusage	memusage	nodecpu	locustusers	fails1	requests1	fails	requests	
2017-04-09-16:00:00	edge-sjsht	0.0	1.025196032E9	0.04324999824166298	0.0	2532.0	32772.0	2550.0	32310.0	
2017-04-09-16:00:00	edge-sjsht	0.0	1.025196032E9	0.04324999824166298	0.0	2532.0	32772.0	2550.0	32310.0	
2017-04-09-15:59:00	edge-sjsht	0.0	1.025368064E9	0.051750000566244125	0.0	2532.0	32772.0	2550.0	32310.0	
2017-04-09-15:59:00	edge-sjsht	0.0	1.025368064E9	0.051750000566244125	0.0	2532.0	32772.0	2550.0	32310.0	
2017-04-09-15:58:00	edge-sjsht	41.0	1.023356928E9	0.09825000166893005	0.0	2532.0	32772.0	2550.0	32310.0	
2017-04-09-15:58:00	edge-sjsht	41.0	1.023356928E9	0.09825000166893005	0.0	2532.0	32772.0	2550.0	32310.0	
2017-04-09-15:57:00	edge-sjsht	167.0	1.02270976E9	0.09875000268220901	0.0	2532.0	32772.0	2550.0	32310.0	
2017-04-09-15:57:00	edge-sjsht	167.0	1.02270976E9	0.09875000268220901	0.0	2532.0	32772.0	2550.0	32310.0	
2017-04-09-15:56:00	edge-sjsht	164.0	1.022742528E9	0.0989999994635582	600.0	2096.0	30815.0	2026.0	30370.0	
2017-04-09-15:56:00	edge-sjsht	164.0	1.022742528E9	0.0989999994635582	600.0	2096.0	30815.0	2026.0	30370.0	
2017-04-09-15:55:00	edge-sjsht	163.0	1.022681088E9	0.09674999862909317	600.0	1658.0	28819.0	1578.0	28404.0	
2017-04-09-15:55:00	edge-sjsht	163.0	1.022681088E9	0.09674999862909317	600.0	1658.0	28819.0	1578.0	28404.0	
2017-04-09-15:54:00	edge-sjsht	166.0	1.02264832E9	0.12200000137090683	600.0	1221.0	26843.0	1158.0	26468.0	
2017-04-09-15:54:00	edge-sjsht	166.0	1.02264832E9	0.12200000137090683	600.0	1221.0	26843.0	1158.0	26468.0	
2017-04-09-15:53:00	edge-sjsht	166.0	1.023053824E9	0.10100000351667404	500.0	808.0	24897.0	746.0	24527.0	
2017-04-09-15:53:00	edge-sjsht	166.0	1.023053824E9	0.10100000351667404	500.0	808.0	24897.0	746.0	24527.0	
2017-04-09-15:52:00	edge-sjsht	166.0	1.017143296E9	0.0925000011920929	500.0	469.0	22947.0	416.0	22596.0	
2017-04-09-15:52:00	edge-sjsht	166.0	1.017143296E9	0.0925000011920929	500.0	469.0	22947.0	416.0	22596.0	
2017-04-09-15:51:00	edge-sjsht	154.0	1.015652352E9	0.09449999779462814	500.0	260.0	21140.0	237.0	20871.0	
2017-04-09-15:51:00	edge-sjsht	154.0	1.015652352E9	0.09449999779462814	500.0	260.0	21140.0	237.0	20871.0	
2017-04-09-15:50:00	edge-sjsht	156.0	1.019772928E9	0.09650000184774399	400.0	184.0	19579.0	162.0	19294.0	
2017-04-09-15:50:00	edge-sjsht	156.0	1.019772928E9	0.09650000184774399	400.0	184.0	19579.0	162.0	19294.0	
2017-04-09-15:49:00	edge-sjsht	145.0	1.01638144E9	0.09175000339746475	400.0	133.0	18006.0	115.0	17736.0	
2017-04-09-15:49:00	edge-sjsht	145.0	1.01638144E9	0.09175000339746475	400.0	133.0	18006.0	115.0	17736.0	
2017-04-09-15:48:00	edge-sjsht	137.0	1.017319424E9	0.09125000238418579	400.0	82.0	16512.0	68.0	16275.0	
2017-04-09-15:48:00	edge-sjsht	137.0	1.017319424E9	0.09125000238418579	400.0	82.0	16512.0	68.0	16275.0	
2017-04-09-15:47:00	edge-sjsht	135.0	1.016229888E9	0.08824999630451202	350.0	56.0	15129.0	41.0	14906.0	
2017-04-09-15:47:00	edge-sjsht	135.0	1.016229888E9	0.08824999630451202	350.0	56.0	15129.0	41.0	14906.0	
2017-04-09-15:46:00	edge-sjsht	130.0	1.015803904E9	0.08375000208616257	350.0	36.0	13736.0	32.0	13535.0	
2017-04-09-15:46:00	edge-sjsht	130.0	1.015803904E9	0.08375000208616257	350.0	36.0	13736.0	32.0	13535.0	
2017-04-09-15:45:00	edge-sjsht	119.0	1.012744192E9	0.08624999970197678	350.0	31.0	12419.0	18.0	12254.0	
2017-04-09-15:45:00	edge-sjsht	119.0	1.012744192E9	0.08624999970197678	350.0	31.0	12419.0	18.0	12254.0	
2017-04-09-15:44:00	edge-sjsht	119.0	1.013608448E9	0.10999999940395355	300.0	20.0	11227.0	18.0	11065.0	
2017-04-09-15:44:00	edge-sjsht	119.0	1.013608448E9	0.10999999940395355	300.0	20.0	11227.0	18.0	11065.0	
2017-04-09-15:43:00	edge-sjsht	112.0	1.008893952E9	0.07900000363588333	300.0	5.0	10052.0	6.0	9877.0	
2017-04-09-15:43:00	edge-sjsht	112.0	1.008893952E9	0.07900000363588333	300.0	5.0	10052.0	6.0	9877.0	
2017-04-09-15:42:00	edge-sjsht	95.0	1.0097664E9	0.0794999971985817	300.0	1.0	8922.0	0.0	8813.0	
2017-04-09-15:42:00	edge-sjsht	95.0	1.0097664E9	0.0794999971985817	300.0	1.0	8922.0	0.0	8813.0	
2017-04-09-15:41:00	edge-sjsht	92.0	1.009287168E9	0.0767500028014183	250.0	1.0	7934.0	0.0	7824.0	
2017-04-09-15:41:00	edge-sjsht	92.0	1.009287168E9	0.0767500028014183	250.0	1.0	7934.0	0.0	7824.0	
2017-04-09-15:40:00	edge-sjsht	87.0	1.007407104E9	0.06949999928474426	250.0	1.0	6951.0	0.0	6837.0	
2017-04-09-15:40:00	edge-sjsht	87.0	1.007407104E9	0.06949999928474426	250.0	1.0	6951.0	0.0	6837.0	
2017-04-09-15:39:00	edge-sjsht	73.0	1.006247936E9	0.07074999809265137	250.0	0.0	6019.0	0.0	5955.0	
2017-04-09-15:39:00	edge-sjsht	73.0	1.006247936E9	0.07074999809265137	250.0	0.0	6019.0	0.0	5955.0	
2017-04-09-15:38:00	edge-sjsht	69.0	1.004978176E9	0.0754999965429306	200.0	0.0	5239.0	0.0	5168.0	
2017-04-09-15:38:00	edge-sjsht	69.0	1.004978176E9	0.0754999965429306	200.0	0.0	5239.0	0.0	5168.0	
2017-04-09-15:37:00	edge-sjsht	71.0	1.002151936E9	0.06274999678134918	200.0	0.0	4442.0	0.0	4369.0	
2017-04-09-15:37:00	edge-sjsht	71.0	1.002151936E9	0.06274999678134918	200.0	0.0	4442.0	0.0	4369.0	
2017-04-09-15:36:00	edge-sjsht	60.0	1.001787392E9	0.06925000250339508	200.0	0.0	3713.0	0.0	3693.0	
2017-04-09-15:36:00	edge-sjsht	60.0	1.001787392E9	0.06925000250339508	200.0	0.0	3713.0	0.0	3693.0	
2017-04-09-15:35:00	edge-sjsht	54.0	1.001385984E9	0.06624999642372131	150.0	0.0	3148.0	0.0	3092.0	
2017-04-09-15:35:00	edge-sjsht	54.0	1.001385984E9	0.06624999642372131	150.0	0.0	3148.0	0.0	3092.0	
2017-04-09-15:34:00	edge-sjsht	55.0	9.99723008E8	0.08250000327825546	150.0	0.0	2485.0	0.0	2501.0	
