('profile: ', [(0, 3), (77, 3), (156, 3), (189, 3), (200, 3), (216, 3), (292, 3), (296, 3), (306, 3), (383, 3), (386, 3), (387, 3), (468, 3), (534, 3), (540, 3), (600, 3)])
('2017-05-02 15:16:37', 1493738197, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-02 15:19:38', 1493738378, 'Users=', 77, 'Duration=', 3, 'min')
('2017-05-02 15:22:38', 1493738558, 'Users=', 156, 'Duration=', 3, 'min')
('2017-05-02 15:25:38', 1493738738, 'Users=', 189, 'Duration=', 3, 'min')
('2017-05-02 15:28:38', 1493738918, 'Users=', 200, 'Duration=', 3, 'min')
('2017-05-02 15:31:38', 1493739098, 'Users=', 216, 'Duration=', 3, 'min')
('2017-05-02 15:34:38', 1493739278, 'Users=', 292, 'Duration=', 3, 'min')
('2017-05-02 15:37:38', 1493739458, 'Users=', 296, 'Duration=', 3, 'min')
('2017-05-02 15:40:38', 1493739638, 'Users=', 306, 'Duration=', 3, 'min')
('2017-05-02 15:43:38', 1493739818, 'Users=', 383, 'Duration=', 3, 'min')
('2017-05-02 15:46:38', 1493739998, 'Users=', 386, 'Duration=', 3, 'min')
('2017-05-02 15:49:38', 1493740178, 'Users=', 387, 'Duration=', 3, 'min')
('2017-05-02 15:52:39', 1493740359, 'Users=', 468, 'Duration=', 3, 'min')
('2017-05-02 15:55:39', 1493740539, 'Users=', 534, 'Duration=', 3, 'min')
('2017-05-02 15:58:39', 1493740719, 'Users=', 540, 'Duration=', 3, 'min')
('2017-05-02 16:01:39', 1493740899, 'Users=', 600, 'Duration=', 3, 'min')
