Mon Apr 24 09:05:00 CEST 2017	52.0	7.61008128E8	4.0	3.6364288E7	9.0	0.0	9.96814848E8	5.888E8	null	0.05874999985098839	0.06174999848008156	0.9854999780654907	0.3963354527950287	50.0	278.0	356.0	0.0	0.0	234.0	384.0	0.0	null	null	null	
Mon Apr 24 09:06:00 CEST 2017	56.0	7.0203392E8	4.0	3.8752256E7	9.0	0.0	9.96814848E8	5.8957824E8	null	0.05550000071525574	0.050999999046325684	0.9862499833106995	0.39348742365837097	100.0	282.0	523.0	0.0	0.0	238.0	614.0	0.0	null	null	null	
Mon Apr 24 09:07:00 CEST 2017	62.0	6.3905792E8	4.0	4.263936E7	12.0	0.0	9.96814848E8	5.92740352E8	null	0.06199999898672104	0.057999998331069946	0.9850000143051147	0.3835385739803314	100.0	291.0	863.0	0.0	0.0	248.0	950.0	0.0	null	null	null	
Mon Apr 24 09:08:00 CEST 2017	48.0	5.88996608E8	4.0	3.7978112E7	11.0	0.0	9.96814848E8	6.0588032E8	null	0.05950000137090683	0.05849999934434891	0.984250009059906	0.37978196144104004	100.0	301.0	1206.0	0.0	0.0	254.0	1296.0	0.0	null	null	null	
Mon Apr 24 09:09:00 CEST 2017	48.0	5.84441856E8	4.0	3.9739392E7	10.0	0.0	9.96814848E8	6.07080448E8	null	0.05674999952316284	0.06650000065565109	0.984250009059906	0.3796513080596924	150.0	308.0	1576.0	0.0	0.0	258.0	1753.0	0.0	null	null	null	
Mon Apr 24 09:10:00 CEST 2017	52.0	5.46484224E8	4.0	4.3126784E7	12.0	0.0	9.96814848E8	6.10779136E8	null	0.060499999672174454	0.05624999850988388	0.984250009059906	0.37615010142326355	150.0	310.0	2138.0	0.0	0.0	259.0	2316.0	0.0	null	null	null	
Mon Apr 24 09:11:00 CEST 2017	52.0	5.259264E8	4.0	4.4146688E7	13.0	0.0	9.96814848E8	6.12089856E8	null	0.06724999845027924	0.06624999642372131	0.9837499856948853	0.3742903769016266	150.0	312.0	2700.0	0.0	0.0	259.0	2877.0	0.0	null	null	null	
Mon Apr 24 09:12:00 CEST 2017	50.0	5.10582784E8	4.0	4.063232E7	13.0	0.0	9.96814848E8	6.12937728E8	null	0.0560000017285347	0.06199999898672104	0.9832500219345093	0.3740878105163574	200.0	312.0	3294.0	0.0	0.0	259.0	3542.0	0.0	null	null	null	
Mon Apr 24 09:13:00 CEST 2017	49.0	5.06687488E8	4.0	4.022272E7	14.0	0.0	9.96814848E8	6.17844736E8	null	0.06024999916553497	0.06575000286102295	0.9829999804496765	0.3747972548007965	200.0	312.0	4051.0	0.0	0.0	259.0	4295.0	0.0	null	null	null	
Mon Apr 24 09:14:00 CEST 2017	48.0	5.14965504E8	4.0	4.6030848E7	15.0	0.0	9.96814848E8	6.15870464E8	null	0.05350000038743019	0.06750000268220901	0.9825000166893005	0.3753804564476013	200.0	312.0	4806.0	0.0	0.0	259.0	5060.0	0.0	null	null	null	
Mon Apr 24 09:15:00 CEST 2017	46.0	5.28633856E8	4.0	4.366336E7	17.0	0.0	9.96814848E8	6.28813824E8	null	0.05999999865889549	0.07325000315904617	0.9827499985694885	0.37960386276245117	250.0	312.0	5595.0	0.0	0.0	259.0	5939.0	0.0	null	null	null	
Mon Apr 24 09:16:00 CEST 2017	46.0	5.11627264E8	4.0	4.1414656E7	20.0	0.0	9.96814848E8	6.2918656E8	null	0.06350000202655792	0.06750000268220901	0.9815000295639038	0.3929452896118164	250.0	312.0	6547.0	0.0	0.0	259.0	6867.0	0.0	null	null	null	
Mon Apr 24 09:17:00 CEST 2017	46.0	5.12729088E8	4.0	4.5142016E7	22.0	0.0	9.96814848E8	6.26466816E8	null	0.057750001549720764	0.07249999791383743	0.981249988079071	0.39200982451438904	250.0	312.0	7512.0	0.0	0.0	259.0	7829.0	0.0	null	null	null	
Mon Apr 24 09:18:00 CEST 2017	40.0	4.83713024E8	4.0	4.472832E7	17.0	0.0	9.96814848E8	6.19778048E8	null	0.05925000086426735	0.07349999994039536	0.981249988079071	0.3879307508468628	300.0	312.0	8484.0	0.0	0.0	259.0	8872.0	0.0	null	null	null	
Mon Apr 24 09:19:00 CEST 2017	40.0	4.90156032E8	4.0	4.5105152E7	20.0	0.0	9.96814848E8	6.1007872E8	null	0.06599999964237213	0.07824999839067459	0.981249988079071	0.38969555497169495	300.0	312.0	9633.0	0.0	0.0	259.0	10013.0	0.0	null	null	null	
Mon Apr 24 09:20:00 CEST 2017	50.0	4.90057728E8	4.0	4.4965888E7	24.0	0.0	9.96814848E8	5.92699392E8	null	0.0572500005364418	0.07699999958276749	0.981249988079071	0.3873876631259918	300.0	312.0	10798.0	0.0	0.0	259.0	11167.0	0.0	null	null	null	
Mon Apr 24 09:21:00 CEST 2017	41.0	4.47725568E8	5.0	4.6186496E7	20.0	0.0	9.96814848E8	5.7853952E8	null	0.06024999916553497	0.07374999672174454	0.9807500243186951	0.3815482258796692	350.0	312.0	11988.0	0.0	0.0	259.0	12416.0	0.0	null	null	null	
Mon Apr 24 09:22:00 CEST 2017	33.0	4.65862656E8	4.0	4.1951232E7	24.0	0.0	9.96814848E8	5.60861184E8	null	0.06174999848008156	0.08299999684095383	0.9804999828338623	0.3820330798625946	350.0	312.0	13357.0	0.0	0.0	259.0	13792.0	0.0	null	null	null	
Mon Apr 24 09:23:00 CEST 2017	37.0	4.71085056E8	3.0	4.62848E7	20.0	0.0	9.96814848E8	5.3868544E8	null	0.0637499988079071	0.08224999904632568	0.9810000061988831	0.37953487038612366	350.0	312.0	14738.0	0.0	0.0	259.0	15178.0	0.0	null	null	null	
Mon Apr 24 09:24:00 CEST 2017	37.0	4.78117888E8	4.0	4.5490176E7	19.0	0.0	9.96814848E8	5.12868352E8	null	0.057999998331069946	0.07800000160932541	0.9817500114440918	0.3760722875595093	400.0	312.0	16154.0	0.0	0.0	259.0	16662.0	0.0	null	null	null	
Mon Apr 24 09:25:00 CEST 2017	40.0	4.87227392E8	4.0	4.352E7	21.0	0.0	9.96814848E8	4.9242112E8	null	0.05575000122189522	0.08299999684095383	0.9807500243186951	0.3767998516559601	400.0	312.0	17725.0	0.0	0.0	259.0	18254.0	0.0	null	null	null	
Mon Apr 24 09:26:00 CEST 2017	38.0	4.99826688E8	4.0	4.4736512E7	22.0	0.0	9.96814848E8	4.74566656E8	null	0.06575000286102295	0.08874999731779099	0.9804999828338623	0.37434712052345276	400.0	312.0	19322.0	0.0	0.0	259.0	19830.0	0.0	null	null	null	
Mon Apr 24 09:27:00 CEST 2017	38.0	5.12008192E8	4.0	4.4560384E7	21.0	0.0	9.96814848E8	4.4877824E8	null	0.05824999883770943	0.08349999785423279	0.9794999957084656	0.3739170730113983	500.0	312.0	20978.0	0.0	0.0	259.0	21617.0	0.0	null	null	null	
Mon Apr 24 09:28:00 CEST 2017	35.0	5.19282688E8	4.0	4.499456E7	26.0	0.0	9.96814848E8	4.40799232E8	null	0.0702499970793724	0.09849999845027924	0.9792500138282776	0.37235531210899353	500.0	312.0	22951.0	1.0	0.0	259.0	23592.0	0.0	null	null	null	
Mon Apr 24 09:29:00 CEST 2017	41.0	5.23853824E8	4.0	4.3630592E7	26.0	0.0	9.96814848E8	4.2215424E8	null	0.05624999850988388	0.09399999678134918	0.9789999723434448	0.36779773235321045	500.0	312.0	24902.0	1.0	0.0	259.0	25567.0	1.0	null	null	null	
Mon Apr 24 09:30:00 CEST 2017	36.0	5.28662528E8	4.0	4.5371392E7	26.0	0.0	9.96814848E8	4.12188672E8	null	0.05874999985098839	0.0949999988079071	0.9787499904632568	0.367221862077713	600.0	312.0	26847.0	2.0	0.0	259.0	27562.0	1.0	null	null	null	
Mon Apr 24 09:31:00 CEST 2017	38.0	5.3413888E8	4.0	4.5367296E7	27.0	0.0	9.96814848E8	4.02223104E8	null	0.0677499994635582	0.0925000011920929	0.9789999723434448	0.3647182881832123	600.0	312.0	28841.0	3.0	0.0	259.0	29574.0	2.0	null	null	null	
Mon Apr 24 09:32:00 CEST 2017	39.0	5.39373568E8	4.0	4.272128E7	27.0	0.0	9.96814848E8	3.9919616E8	null	0.061000000685453415	0.09399999678134918	0.9787499904632568	0.36302000284194946	600.0	312.0	30838.0	4.0	0.0	259.0	31616.0	3.0	null	null	null	
Mon Apr 24 09:33:00 CEST 2017	42.0	5.451776E8	4.0	4.6194688E7	26.0	0.0	9.96814848E8	3.98307328E8	null	0.05925000086426735	0.10199999809265137	0.9785000085830688	0.3604552447795868	0.0	312.0	30838.0	4.0	0.0	259.0	31616.0	3.0	null	null	null	
_DATE	cpuusage_middle	memusage_middle	cpuusage_server	memusage_server	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_500_count1	status_0_count1	status_other_count1	status_200_count2	status_500_count2	status_0_count2	status_other_count2	responseTimePercentile_middle	responseTimePercentile_edge	
