('profile: ', [(0, 3), (26, 3), (81, 3), (123, 3), (200, 3), (224, 3), (290, 3), (328, 3), (307, 3), (356, 3), (414, 3), (428, 3), (509, 3), (536, 3), (592, 3), (600, 3)])
('2017-05-14 22:50:19', 1494802219, 'Users=', 0, 'Duration=', 3, 'min')
('2017-05-14 22:53:19', 1494802399, 'Users=', 26, 'Duration=', 3, 'min')
('2017-05-14 22:56:19', 1494802579, 'Users=', 81, 'Duration=', 3, 'min')
('2017-05-14 22:59:19', 1494802759, 'Users=', 123, 'Duration=', 3, 'min')
('2017-05-14 23:02:19', 1494802939, 'Users=', 200, 'Duration=', 3, 'min')
('2017-05-14 23:05:19', 1494803119, 'Users=', 224, 'Duration=', 3, 'min')
('2017-05-14 23:08:19', 1494803299, 'Users=', 290, 'Duration=', 3, 'min')
('2017-05-14 23:11:19', 1494803479, 'Users=', 328, 'Duration=', 3, 'min')
('2017-05-14 23:14:20', 1494803660, 'Users=', 307, 'Duration=', 3, 'min')
('2017-05-14 23:17:20', 1494803840, 'Users=', 356, 'Duration=', 3, 'min')
('2017-05-14 23:20:20', 1494804020, 'Users=', 414, 'Duration=', 3, 'min')
('2017-05-14 23:23:20', 1494804200, 'Users=', 428, 'Duration=', 3, 'min')
('2017-05-14 23:26:20', 1494804380, 'Users=', 509, 'Duration=', 3, 'min')
('2017-05-14 23:29:20', 1494804560, 'Users=', 536, 'Duration=', 3, 'min')
('2017-05-14 23:32:20', 1494804740, 'Users=', 592, 'Duration=', 3, 'min')
('2017-05-14 23:35:20', 1494804920, 'Users=', 600, 'Duration=', 3, 'min')
