0
0
25
49
71
115
156
205
288
368
467
622
785
1008
1397
1797
2285
3064
3840
4710
5872
7022
8261
9652
10978
12345
13879
15349
16822
18410
19931
21451
22961
24521
25920
27317
28639
29930
31423
32974
34459
36038
37692
