0
0
0
0
0
0
0
0
0
0
0
0
0
6
6
6
35
35
38
73
87
92
144
285
450
705
1073
1487
2034
2725
3476
4349
5512
6598
8020
9695
11444
13471
15851
18144
20555
22911
25179
