sep=;
Time;95th;50th;25th
2017-04-30T21:44:00.000Z;93678111;5997425;1752484
2017-04-30T21:45:00.000Z;82789964;14235340;6253440
2017-04-30T21:46:00.000Z;91541011;16745404;11120958
2017-04-30T21:47:00.000Z;95674253;18254795;8403132
2017-04-30T21:48:00.000Z;92304686;18440040;12938308
2017-04-30T21:49:00.000Z;93150884;16747896;12937792
2017-04-30T21:50:00.000Z;100709385;16697288;9034280
2017-04-30T21:51:00.000Z;98697833;17443871;12632748
2017-04-30T21:52:00.000Z;88822883;18759036;13346729
2017-04-30T21:53:00.000Z;81498467;13262313;7076713
2017-04-30T21:54:00.000Z;82510274;16318170;11368360
2017-04-30T21:55:00.000Z;90262558;18100299;13777317
2017-04-30T21:56:00.000Z;68823837;11583099;5870272
2017-04-30T21:57:00.000Z;84947661;14736134;9285397
2017-04-30T21:58:00.000Z;85824994;16311737;11852933
2017-04-30T21:59:00.000Z;66980446;13922963;6657852
2017-04-30T22:00:00.000Z;58417373;15278328;10446560
2017-04-30T22:01:00.000Z;51315997;16433186;12706717
2017-04-30T22:02:00.000Z;39309057;15077542;9230083
2017-04-30T22:03:00.000Z;35846600;15080171;10421474
2017-04-30T22:04:00.000Z;35739763;16064678;11931558
2017-04-30T22:05:00.000Z;36956919;15102995;10343573
2017-04-30T22:06:00.000Z;38631863;15704093;11691148
2017-04-30T22:07:00.000Z;42665239;17185795;12768587
2017-04-30T22:08:00.000Z;46842217;16603842;11346111
2017-04-30T22:09:00.000Z;41107591;16633970;12047599
2017-04-30T22:10:00.000Z;48981976;18161772;13373755
2017-04-30T22:11:00.000Z;43075528;16552893;11734272
2017-04-30T22:12:00.000Z;59063598;18204627;13125527
2017-04-30T22:13:00.000Z;57315698;18950317;13743532
2017-04-30T22:14:00.000Z;60749433;18546401;12652647
2017-04-30T22:15:00.000Z;64482984;19613937;13498038
2017-04-30T22:16:00.000Z;77305721;20476454;14404730
2017-04-30T22:17:00.000Z;88403052;20728008;14234511
2017-04-30T22:18:00.000Z;87837787;21840859;14361922
2017-04-30T22:19:00.000Z;100936542;22393372;15259341
2017-04-30T22:20:00.000Z;136416561;28263218;16053382
2017-04-30T22:21:00.000Z;163025713;33970430;18177253
2017-04-30T22:22:00.000Z;200806719;59080949;23440000
2017-04-30T22:23:00.000Z;201709273;66543184;26734039
2017-04-30T22:24:00.000Z;208463247;73922116;29401215
2017-04-30T22:25:00.000Z;213517814;77413665;32616191
2017-04-30T22:26:00.000Z;198079782;72770144;28927043
2017-04-30T22:27:00.000Z;null;null;null
2017-04-30T22:28:00.000Z;null;null;null
2017-04-30T22:29:00.000Z;null;null;null
2017-04-30T22:30:00.000Z;null;null;null
2017-04-30T22:31:00.000Z;null;null;null
2017-04-30T22:32:00.000Z;null;null;null
2017-04-30T22:33:00.000Z;null;null;null
2017-04-30T22:34:00.000Z;null;null;null
2017-04-30T22:35:00.000Z;null;null;null
2017-04-30T22:36:00.000Z;null;null;null
2017-04-30T22:37:00.000Z;null;null;null
2017-04-30T22:38:00.000Z;null;null;null
2017-04-30T22:39:00.000Z;null;null;null
2017-04-30T22:40:00.000Z;null;null;null
2017-04-30T22:41:00.000Z;null;null;null
2017-04-30T22:42:00.000Z;null;null;null
2017-04-30T22:43:00.000Z;null;null;null
2017-04-30T22:44:00.000Z;null;null;null
2017-04-30T22:45:00.000Z;null;null;null
2017-04-30T22:46:00.000Z;null;null;null
2017-04-30T22:47:00.000Z;null;null;null
2017-04-30T22:48:00.000Z;null;null;null
2017-04-30T22:49:00.000Z;null;null;null
2017-04-30T22:50:00.000Z;null;null;null
2017-04-30T22:51:00.000Z;null;null;null
2017-04-30T22:52:00.000Z;null;null;null
2017-04-30T22:53:00.000Z;null;null;null
2017-04-30T22:54:00.000Z;null;null;null
2017-04-30T22:55:00.000Z;null;null;null
2017-04-30T22:56:00.000Z;null;null;null
2017-04-30T22:57:00.000Z;null;null;null
2017-04-30T22:58:00.000Z;null;null;null
2017-04-30T22:59:00.000Z;null;null;null
2017-04-30T23:00:00.000Z;null;null;null
2017-04-30T23:01:00.000Z;null;null;null
2017-04-30T23:02:00.000Z;null;null;null
2017-04-30T23:03:00.000Z;null;null;null
2017-04-30T23:04:00.000Z;null;null;null
2017-04-30T23:05:00.000Z;null;null;null
2017-04-30T23:06:00.000Z;null;null;null
2017-04-30T23:07:00.000Z;null;null;null
2017-04-30T23:08:00.000Z;null;null;null
2017-04-30T23:09:00.000Z;null;null;null
2017-04-30T23:10:00.000Z;null;null;null
2017-04-30T23:11:00.000Z;null;null;null
2017-04-30T23:12:00.000Z;null;null;null
2017-04-30T23:13:00.000Z;null;null;null
2017-04-30T23:14:00.000Z;null;null;null
2017-04-30T23:15:00.000Z;null;null;null
2017-04-30T23:16:00.000Z;null;null;null
2017-04-30T23:17:00.000Z;null;null;null
2017-04-30T23:18:00.000Z;null;null;null
2017-04-30T23:19:00.000Z;null;null;null
2017-04-30T23:20:00.000Z;null;null;null
2017-04-30T23:21:00.000Z;null;null;null
2017-04-30T23:22:00.000Z;null;null;null
2017-04-30T23:23:00.000Z;null;null;null
2017-04-30T23:24:00.000Z;null;null;null
2017-04-30T23:25:00.000Z;null;null;null
2017-04-30T23:26:00.000Z;null;null;null
2017-04-30T23:27:00.000Z;null;null;null
2017-04-30T23:28:00.000Z;null;null;null
2017-04-30T23:29:00.000Z;null;null;null
2017-04-30T23:30:00.000Z;null;null;null
2017-04-30T23:31:00.000Z;null;null;null
2017-04-30T23:32:00.000Z;null;null;null
2017-04-30T23:33:00.000Z;null;null;null
2017-04-30T23:34:00.000Z;null;null;null
2017-04-30T23:35:00.000Z;null;null;null
2017-04-30T23:36:00.000Z;null;null;null
2017-04-30T23:37:00.000Z;null;null;null
2017-04-30T23:38:00.000Z;null;null;null
2017-04-30T23:39:00.000Z;null;null;null
2017-04-30T23:40:00.000Z;null;null;null
2017-04-30T23:41:00.000Z;null;null;null
2017-04-30T23:42:00.000Z;null;null;null
2017-04-30T23:43:00.000Z;null;null;null
2017-04-30T23:44:00.000Z;null;null;null
2017-04-30T23:45:00.000Z;null;null;null
2017-04-30T23:46:00.000Z;null;null;null
2017-04-30T23:47:00.000Z;null;null;null
2017-04-30T23:48:00.000Z;null;null;null
2017-04-30T23:49:00.000Z;null;null;null
2017-04-30T23:50:00.000Z;null;null;null
2017-04-30T23:51:00.000Z;null;null;null
2017-04-30T23:52:00.000Z;null;null;null
2017-04-30T23:53:00.000Z;null;null;null
2017-04-30T23:54:00.000Z;null;null;null
2017-04-30T23:55:00.000Z;null;null;null
2017-04-30T23:56:00.000Z;null;null;null
2017-04-30T23:57:00.000Z;null;null;null
2017-04-30T23:58:00.000Z;null;null;null
2017-04-30T23:59:00.000Z;null;null;null
2017-05-01T00:00:00.000Z;null;null;null
2017-05-01T00:01:00.000Z;null;null;null
2017-05-01T00:02:00.000Z;null;null;null
2017-05-01T00:03:00.000Z;null;null;null
2017-05-01T00:04:00.000Z;null;null;null
2017-05-01T00:05:00.000Z;null;null;null
2017-05-01T00:06:00.000Z;null;null;null
2017-05-01T00:07:00.000Z;null;null;null
2017-05-01T00:08:00.000Z;null;null;null
2017-05-01T00:09:00.000Z;null;null;null
2017-05-01T00:10:00.000Z;null;null;null
2017-05-01T00:11:00.000Z;null;null;null
2017-05-01T00:12:00.000Z;null;null;null
2017-05-01T00:13:00.000Z;null;null;null
2017-05-01T00:14:00.000Z;null;null;null
2017-05-01T00:15:00.000Z;null;null;null
2017-05-01T00:16:00.000Z;null;null;null
2017-05-01T00:17:00.000Z;null;null;null
2017-05-01T00:18:00.000Z;null;null;null
2017-05-01T00:19:00.000Z;null;null;null
2017-05-01T00:20:00.000Z;null;null;null
2017-05-01T00:21:00.000Z;null;null;null
2017-05-01T00:22:00.000Z;null;null;null
2017-05-01T00:23:00.000Z;null;null;null
2017-05-01T00:24:00.000Z;null;null;null
2017-05-01T00:25:00.000Z;null;null;null
2017-05-01T00:26:00.000Z;null;null;null
2017-05-01T00:27:00.000Z;null;null;null
2017-05-01T00:28:00.000Z;null;null;null
2017-05-01T00:29:00.000Z;null;null;null
2017-05-01T00:30:00.000Z;null;null;null
2017-05-01T00:31:00.000Z;null;null;null
2017-05-01T00:32:00.000Z;null;null;null
2017-05-01T00:33:00.000Z;null;null;null
2017-05-01T00:34:00.000Z;null;null;null
2017-05-01T00:35:00.000Z;null;null;null
2017-05-01T00:36:00.000Z;null;null;null
2017-05-01T00:37:00.000Z;null;null;null
2017-05-01T00:38:00.000Z;null;null;null
2017-05-01T00:39:00.000Z;null;null;null
2017-05-01T00:40:00.000Z;null;null;null
2017-05-01T00:41:00.000Z;null;null;null
2017-05-01T00:42:00.000Z;null;null;null
2017-05-01T00:43:00.000Z;null;null;null
2017-05-01T00:44:00.000Z;null;null;null
2017-05-01T00:45:00.000Z;null;null;null
2017-05-01T00:46:00.000Z;null;null;null
2017-05-01T00:47:00.000Z;null;null;null
