_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	network_edge2	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Sat Apr 29 20:06:00 UTC 2017	1089.0	1.129152512E9	1.7604814E7	88.0	3.0355456E7	238163.734375	172.0	1.301028864E9	46445.515625	191.0	204.0	1.118789632E9	9.28219136E8	3475022.75	3830603.75	0.10649999976158142	0.14300000667572021	0.20399999618530273	0.5082499980926514	0.9178381562232971	600.0	32079.0	32522.0	346.0	344.0	14.0	4.0	0.0	0.0	6.2621207E7	6.5579505E7	9004654.0	8588705.0	8102019.0	8709138.0	5.0609888E7	1.3285422E7	1.3285422E7	2988784.0	3095347.0	
Sat Apr 29 20:05:00 UTC 2017	1092.0	1.128951808E9	1.7604814E7	81.0	2.9585408E7	238163.734375	165.0	1.300238336E9	46445.515625	191.0	201.0	1.118789632E9	9.2225536E8	3475022.75	3830603.75	0.11800000071525574	0.1420000046491623	0.19699999690055847	0.5009999871253967	0.918063223361969	600.0	30138.0	30488.0	336.0	336.0	3.0	2.0	0.0	0.0	6.0386011E7	6.0728645E7	8156966.0	6837460.0	6565012.0	6318698.0	4.8884609E7	1.2696973E7	1.2696973E7	2769008.0	2827840.0	
Sat Apr 29 20:04:00 UTC 2017	1101.0	1.12881664E9	1.7604814E7	77.0	3.1760384E7	219480.234375	136.0	1.299673088E9	38179.46875	161.0	178.0	1.11671296E9	9.17581824E8	3475022.75	3830603.75	0.0949999988079071	0.12099999934434891	0.367000013589859	0.4494999945163727	0.9161633849143982	600.0	28194.0	28407.0	334.0	334.0	1.0	2.0	0.0	0.0	6.1372583E7	6.0191225E7	7744726.0	7150281.0	6798593.0	7034384.0	4.8896443E7	1.2408719E7	1.2408719E7	2660754.0	3014133.0	
Sat Apr 29 20:03:00 UTC 2017	852.0	1.128669184E9	1.7604814E7	81.0	3.016704E7	219480.234375	165.0	1.299677184E9	38179.46875	172.0	199.0	1.116545024E9	9.10225408E8	3475022.75	3830603.75	0.10225000232458115	0.1367499977350235	0.21150000393390656	0.4777500033378601	0.9161555767059326	500.0	26341.0	26434.0	272.0	327.0	1.0	1.0	0.0	0.0	7.1844287E7	7.0269152E7	1.5871737E7	2.0609679E7	1.4207352E7	1.9988676E7	5.3613701E7	1.3423456E7	1.3423456E7	3328693.0	3692659.0	
Sat Apr 29 20:02:00 UTC 2017	1028.0	1.129541632E9	1.7604814E7	74.0	2.8647424E7	197997.84375	157.0	1.298997248E9	38179.46875	160.0	181.0	1.116459008E9	9.04085504E8	3475022.75	3830603.75	0.10074999928474426	0.12425000220537186	0.1889999955892563	0.44350001215934753	0.9142313003540039	500.0	24555.0	24806.0	21.0	27.0	0.0	1.0	0.0	0.0	5.829851E7	5.4951305E7	6202982.0	6774094.0	7273688.0	6665589.0	4.6323442E7	1.1830455E7	1.1830455E7	2427608.0	2621584.0	
Sat Apr 29 20:01:00 UTC 2017	932.0	1.129177088E9	1.7604814E7	69.0	2.79552E7	188260.046875	149.0	1.29900544E9	38179.46875	147.0	169.0	1.114714112E9	8.885248E8	3167135.5	null	0.09099999815225601	0.1315000057220459	0.17749999463558197	0.429749995470047	0.9139998555183411	500.0	22674.0	22890.0	20.0	27.0	0.0	0.0	0.0	0.0	6.0267068E7	5.7888261E7	7767816.0	6659785.0	6153469.0	7087910.0	4.7352101E7	1.2083309E7	1.2083309E7	2588263.0	2608188.0	
Sat Apr 29 20:00:00 UTC 2017	884.0	1.12871424E9	1.6969822E7	66.0	2.865152E7	169775.5	148.0	1.298202624E9	38179.46875	142.0	168.0	1.115385856E9	8.82720768E8	3167135.5	null	0.10350000113248825	0.12200000137090683	0.18250000476837158	0.41475000977516174	0.9114189743995667	400.0	20977.0	21117.0	7.0	11.0	0.0	0.0	0.0	0.0	4.9415987E7	4.9554658E7	5207367.0	4966843.0	5429958.0	5607903.0	4.0253436E7	9878708.0	9878708.0	2093596.0	2416128.0	
Sat Apr 29 19:59:00 UTC 2017	855.0	1.129197568E9	1.5896422E7	63.0	2.9519872E7	169775.5	144.0	1.29779712E9	36767.375	134.0	158.0	1.115471872E9	8.78133248E8	2904386.5	3403670.5	0.08974999934434891	0.1289999932050705	0.1720000058412552	0.39100000262260437	0.910743236541748	400.0	19398.0	19538.0	7.0	11.0	0.0	0.0	0.0	0.0	4.9512748E7	4.6332986E7	5325324.0	4963410.0	5877577.0	5537399.0	3.8488609E7	9753202.0	9753202.0	1967662.0	2344435.0	
Sat Apr 29 19:58:00 UTC 2017	802.0	1.129140224E9	1.3947296E7	61.0	2.8749824E7	160714.09375	136.0	1.297494016E9	34344.94140625	127.0	153.0	1.114845184E9	8.70793216E8	2904386.5	3403670.5	0.09350000321865082	0.11524999886751175	0.15850000083446503	0.3919999897480011	0.9095626473426819	400.0	17807.0	17959.0	7.0	11.0	0.0	0.0	0.0	0.0	4.8775104E7	4.667115E7	5433503.0	5489679.0	5936898.0	5488382.0	3.8898272E7	9677493.0	9677493.0	2080439.0	2224595.0	
Sat Apr 29 19:57:00 UTC 2017	786.0	1.128972288E9	1.3947296E7	59.0	2.8725248E7	160714.09375	131.0	1.297170432E9	32684.4453125	122.0	149.0	1.115234304E9	8.67577856E8	2670077.5	3319058.25	0.09099999815225601	0.11874999850988388	0.1587499976158142	0.37575000524520874	0.9104922413825989	350.0	16336.0	16463.0	5.0	8.0	0.0	0.0	0.0	0.0	4.6112609E7	4.5550608E7	4780389.0	4424554.0	4862080.0	4832295.0	3.7346131E7	8790401.0	8790401.0	2038496.0	1979339.0	
Sat Apr 29 19:56:00 UTC 2017	758.0	1.129484288E9	1.3947296E7	56.0	2.8749824E7	152543.96875	131.0	1.297301504E9	32684.4453125	113.0	138.0	1.115316224E9	8.61769728E8	2336040.75	2695467.25	0.08974999934434891	0.12049999833106995	0.15600000321865082	0.35100001096725464	0.908417284488678	350.0	14940.0	15086.0	5.0	8.0	0.0	0.0	0.0	0.0	4.8342584E7	4.5260299E7	4857237.0	4553329.0	4963890.0	4935938.0	3.8227383E7	9201478.0	9201478.0	2109330.0	2100710.0	
Sat Apr 29 19:55:00 UTC 2017	701.0	1.12920576E9	1.3329599E7	52.0	2.8082176E7	133955.921875	127.0	1.296879616E9	30002.568359375	109.0	131.0	1.11525888E9	8.60176384E8	2336040.75	2695467.25	0.11524999886751175	0.10949999839067459	0.16625000536441803	0.3425000011920929	0.9096111059188843	350.0	13564.0	13711.0	5.0	7.0	0.0	0.0	0.0	0.0	4.487277E7	4.3617147E7	4742625.0	5194793.0	4433240.0	4275851.0	3.5473363E7	8483089.0	8483089.0	1896402.0	1860450.0	
Sat Apr 29 19:54:00 UTC 2017	674.0	1.1287552E9	1.241383E7	49.0	2.8639232E7	133955.921875	122.0	1.29622016E9	30002.568359375	104.0	123.0	1.115344896E9	8.56735744E8	2336040.75	2695467.25	0.0885000005364418	0.11174999922513962	0.15424999594688416	0.32600000500679016	0.9072449803352356	300.0	12280.0	12421.0	4.0	4.0	0.0	0.0	0.0	0.0	4.103357E7	4.0326687E7	4535373.0	4519593.0	4518697.0	4396183.0	3.2890851E7	7729245.0	7729245.0	2090782.0	1894630.0	
Sat Apr 29 19:53:00 UTC 2017	634.0	1.129295872E9	1.0582894E7	45.0	2.7963392E7	125832.8203125	116.0	1.295986688E9	25932.69921875	101.0	115.0	1.115435008E9	8.5561344E8	2256736.75	2448637.25	0.08699999749660492	0.10350000113248825	0.14100000262260437	0.3227500021457672	0.9067689180374146	300.0	11094.0	11222.0	4.0	4.0	0.0	0.0	0.0	0.0	4.1245558E7	3.954913E7	4258631.0	3977192.0	4715413.0	4927185.0	3.2546037E7	7540517.0	7540517.0	1894970.0	2089159.0	
Sat Apr 29 19:52:00 UTC 2017	591.0	1.129218048E9	1.0582894E7	43.0	2.7889664E7	112268.03125	110.0	1.296089088E9	25932.69921875	94.0	102.0	1.115533312E9	8.58095616E8	2190166.75	2279519.75	0.08550000190734863	0.10575000196695328	0.13124999403953552	0.28600001335144043	0.9068887829780579	300.0	9906.0	10030.0	4.0	4.0	0.0	0.0	0.0	0.0	4.1610906E7	3.9837917E7	5050514.0	4458314.0	3954655.0	4016476.0	3.2369249E7	7561957.0	7561957.0	2017366.0	1729480.0	
Sat Apr 29 19:51:00 UTC 2017	553.0	1.12953344E9	1.0582894E7	41.0	2.7930624E7	112268.03125	105.0	1.29589248E9	25692.33203125	89.0	104.0	1.115447296E9	8.56936448E8	1898100.875	null	0.09000000357627869	0.10050000250339508	0.13124999403953552	0.28949999809265137	0.9062595963478088	250.0	8817.0	8917.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0048483E7	3.6537362E7	4417016.0	3636906.0	4190183.0	4364354.0	2.9855524E7	6794967.0	6794967.0	1919930.0	1872325.0	
Sat Apr 29 19:50:00 UTC 2017	531.0	1.129304064E9	8871731.0	37.0	2.7787264E7	94592.234375	97.0	1.295572992E9	11247.6669921875	84.0	91.0	1.1154432E9	8.5540864E8	1898100.875	null	0.08025000244379044	0.10175000131130219	0.12325000017881393	0.2694999873638153	0.9058598279953003	250.0	7818.0	7918.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9616668E7	3.5036002E7	4119565.0	3850252.0	4194928.0	3856230.0	2.9353798E7	6747463.0	6747463.0	1600064.0	1549420.0	
Sat Apr 29 19:49:00 UTC 2017	481.0	1.128615936E9	8871731.0	34.0	2.7787264E7	94592.234375	90.0	1.294942208E9	11247.6669921875	74.0	83.0	1.116106752E9	8.52877312E8	1654696.75	null	0.08524999767541885	0.09600000083446503	0.1315000057220459	0.2512499988079071	0.9050770401954651	250.0	6833.0	6936.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6607716E7	3.507603E7	4310344.0	3460573.0	3996983.0	3964550.0	2.8284335E7	6459674.0	6459674.0	1491502.0	1494025.0	
Sat Apr 29 19:48:00 UTC 2017	442.0	1.129345024E9	8244994.0	32.0	2.7070464E7	88422.984375	91.0	1.29517568E9	11247.6669921875	72.0	79.0	1.116069888E9	8.53159936E8	1654696.75	null	0.08425000309944153	0.09600000083446503	0.11474999785423279	0.23725000023841858	0.9047678112983704	200.0	5950.0	6034.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6948576E7	3.3765182E7	4268568.0	3301807.0	4102227.0	3640524.0	2.8456645E7	6134653.0	6134653.0	1463475.0	1812745.0	
