_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Sat May 13 10:29:00 UTC 2017	2.0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Sat May 13 10:30:00 UTC 2017	1.0	1.504997376E9	null	0.0	1.9361792E7	null	4.0	8.1076224E8	247.68856811523438	0.0	0.0	1.137364992E9	1.143365632E9	25.95841407775879	0.0754999965429306	0.060499999672174454	0.057750001549720764	0.06825000047683716	0.8279908895492554	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Sat May 13 10:31:00 UTC 2017	1.0	1.504997376E9	null	0.0	1.9361792E7	null	4.0	8.11036672E8	247.68856811523438	0.0	0.0	1.13727488E9	1.143279616E9	30.078969955444336	0.0807500034570694	0.07199999690055847	0.05575000122189522	0.06300000101327896	0.8299895524978638	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	
Sat May 13 10:32:00 UTC 2017	5.0	1.504997376E9	20644.720703125	0.0	1.9361792E7	null	3.0	8.10672128E8	247.68856811523438	0.0	0.0	1.137184768E9	1.143189504E9	28.518526077270508	0.07249999791383743	0.06650000065565109	0.04774999991059303	0.06424999982118607	0.8279454112052917	58.0	null	null	null	null	null	null	null	null	3.9685021E7	1.2047027E7	4.5686329E7	2.3547695E7	2.2411842E7	3130138.0	9240743.0	5281048.0	5281048.0	1737001.0	1451259.0	
Sat May 13 10:33:00 UTC 2017	77.0	1.504997376E9	14957.3408203125	0.0	1.9361792E7	null	3.0	8.11241472E8	247.68856811523438	2.0	2.0	1.137225728E9	1.143042048E9	28.518526077270508	0.07625000178813934	0.06400000303983688	0.04924999922513962	0.06424999982118607	0.82794588804245	58.0	243.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8726419E7	8.4535686E7	1.6967208E7	8263372.0	3.3548864E7	1.0934182E7	5.8892453E7	6635688.0	6635688.0	1473545.0	2042524.0	
Sat May 13 10:34:00 UTC 2017	108.0	1.499152384E9	14957.3408203125	5.0	1.9365888E7	18420.390625	29.0	8.11360256E8	6961.22998046875	19.0	17.0	1.136979968E9	1.142894592E9	247552.703125	0.07925000041723251	0.0807500034570694	0.07850000262260437	0.08775000274181366	0.8274796009063721	58.0	469.0	473.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6707197E7	8.5543437E7	3.7589725E7	2.3295566E7	4.8752026E7	1.6167687E7	7.4061341E7	6020855.0	6020855.0	1479312.0	1447084.0	
Sat May 13 10:35:00 UTC 2017	133.0	1.492467712E9	1949758.25	8.0	1.9365888E7	31241.8046875	31.0	8.11487232E8	7358.72607421875	23.0	20.0	1.137627136E9	1.143943168E9	247552.703125	0.09674999862909317	0.08524999767541885	0.07599999755620956	0.1054999977350235	0.829298734664917	54.0	705.0	701.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6933583E7	8.6178318E7	4.190027E7	9456541.0	9176687.0	3.4360714E7	6.6601606E7	5779344.0	5779344.0	1338393.0	1797726.0	
Sat May 13 10:36:00 UTC 2017	132.0	1.477074944E9	2559020.0	10.0	2.0004864E7	35930.39453125	33.0	8.11442176E8	7117.4384765625	26.0	24.0	1.13747968E9	1.146056704E9	509637.875	0.08425000309944153	0.09025000035762787	0.08150000125169754	0.10199999809265137	0.8255489468574524	54.0	923.0	919.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3060794E7	8.3842608E7	8028007.0	2.4489773E7	4072064.0	6431042.0	6.7822889E7	5874792.0	5874792.0	1486499.0	1727611.0	
Sat May 13 10:37:00 UTC 2017	135.0	1.460887552E9	2523373.0	10.0	2.0058112E7	35930.39453125	29.0	8.1113088E8	7117.4384765625	26.0	23.0	1.137430528E9	1.145942016E9	509637.875	0.07275000214576721	0.09375	0.08824999630451202	0.10599999874830246	0.8240469098091125	54.0	1136.0	1134.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8937682E7	9.1867781E7	2.4067742E7	3.292959E7	4.0650269E7	8105565.0	7.2105907E7	5911097.0	5911097.0	1358285.0	1411881.0	
Sat May 13 10:38:00 UTC 2017	130.0	1.4336E9	2541269.5	10.0	2.0058112E7	35381.99609375	31.0	8.11741184E8	7117.4384765625	25.0	23.0	1.137287168E9	1.145802752E9	498647.5625	0.08550000190734863	0.08500000089406967	0.07575000077486038	0.11599999666213989	0.8219699263572693	80.0	1365.0	1365.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6051123E7	9.2210878E7	1.6704005E7	2.2297319E7	1.7805631E7	4.9482479E7	7.0764748E7	5951168.0	5951168.0	1476937.0	1631924.0	
Sat May 13 10:39:00 UTC 2017	172.0	1.404276736E9	2541269.5	9.0	2.0058112E7	32690.26953125	30.0	8.1178624E8	6988.77099609375	25.0	23.0	1.137180672E9	1.144836096E9	486698.15625	0.0794999971985817	0.0925000011920929	0.08349999785423279	0.10724999755620956	0.8173609972000122	80.0	1687.0	1686.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6886477E7	8.5563719E7	3.3222725E7	1.4528606E7	1.6518193E7	5.1240716E7	4.7410853E7	5909039.0	5909039.0	1678170.0	1781081.0	
Sat May 13 10:40:00 UTC 2017	193.0	1.383612416E9	3052749.75	12.0	2.0058112E7	32690.26953125	44.0	8.12015616E8	9669.44921875	34.0	30.0	1.13698816E9	1.144799232E9	486698.15625	0.0767500028014183	0.09974999725818634	0.09000000357627869	0.10875000059604645	0.8155854344367981	80.0	2011.0	2008.0	0.0	0.0	0.0	0.0	0.0	0.0	7.927096E7	8.0820976E7	6859615.0	3.3244493E7	2.3214511E7	5008696.0	3.962993E7	5640369.0	5640369.0	1542354.0	1315853.0	
Sat May 13 10:41:00 UTC 2017	193.0	1.366216704E9	3482821.75	13.0	2.0062208E7	46811.98828125	42.0	8.11495424E8	9669.44921875	36.0	33.0	1.13688576E9	1.144692736E9	486698.15625	0.08425000309944153	0.09350000321865082	0.09650000184774399	0.13124999403953552	0.8133069276809692	136.0	2355.0	2347.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0029428E7	7.4671191E7	1.6496443E7	2.1821804E7	2.7188009E7	4912011.0	4.6723776E7	6340799.0	6340799.0	1421724.0	1479283.0	
Sat May 13 10:42:00 UTC 2017	261.0	1.354555392E9	3649380.0	14.0	2.0750336E7	46811.98828125	40.0	8.11614208E8	9312.2548828125	34.0	35.0	1.1368448E9	1.144635392E9	654398.25	0.08749999850988388	0.10225000232458115	0.09950000047683716	0.12125000357627869	0.8120117783546448	136.0	2881.0	2887.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6560225E7	5.7071218E7	6850916.0	6142542.0	5294316.0	6254477.0	2.8309913E7	5704865.0	5704865.0	1362621.0	1423197.0	
Sat May 13 10:43:00 UTC 2017	305.0	1.338687488E9	3649380.0	20.0	2.1458944E7	70148.484375	63.0	8.12314624E8	9312.2548828125	51.0	51.0	1.136877568E9	1.14454528E9	654398.25	0.07774999737739563	0.11800000071525574	0.1080000028014183	0.14900000393390656	0.8106393814086914	136.0	3424.0	3435.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5372644E7	5.9620702E7	2.0325783E7	6551013.0	5228038.0	1.9110827E7	3.0018793E7	5819601.0	5819601.0	1539549.0	1394974.0	
Sat May 13 10:44:00 UTC 2017	308.0	1.296662528E9	5945994.5	23.0	2.0738048E7	86156.8515625	65.0	8.12404736E8	15584.0986328125	55.0	58.0	1.13696768E9	1.143742464E9	1093881.875	0.08950000256299973	0.11824999749660492	0.11999999731779099	0.14824999868869781	0.8061659932136536	145.0	3968.0	3974.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3019158E7	5.311022E7	5848929.0	8727305.0	1.2586185E7	5459002.0	2.945711E7	5741130.0	5741130.0	1446716.0	1417203.0	
Sat May 13 10:45:00 UTC 2017	328.0	1.259487232E9	5946505.0	23.0	2.1426176E7	86252.625	65.0	8.122368E8	15584.0986328125	56.0	58.0	1.137180672E9	1.145090048E9	1070148.5	0.1042499989271164	0.12325000017881393	0.11574999988079071	0.16324999928474426	0.8008221983909607	145.0	4551.0	4540.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7200691E7	4.3980507E7	5752171.0	7860204.0	1.1158191E7	6132570.0	2.9571014E7	5858999.0	5858999.0	1404823.0	1634752.0	
Sat May 13 10:46:00 UTC 2017	337.0	1.21597952E9	6196891.5	23.0	2.0615168E7	86252.625	66.0	8.12269568E8	16113.21875	59.0	60.0	1.136398336E9	1.145335808E9	1135266.125	0.0885000005364418	0.13124999403953552	0.12174999713897705	0.16850000619888306	0.7970278859138489	145.0	5120.0	5125.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5451262E7	6.1041481E7	1.4873314E7	7507544.0	9988736.0	5629109.0	3.1851269E7	6151707.0	6151707.0	1542429.0	1582113.0	
Sat May 13 10:47:00 UTC 2017	350.0	1.188511744E9	6196891.5	25.0	2.0615168E7	86252.625	64.0	8.12384256E8	16573.359375	61.0	60.0	1.136766976E9	1.14434048E9	1226566.125	0.09300000220537186	0.12675000727176666	0.12950000166893005	0.15950000286102295	0.7930300235748291	189.0	5727.0	5711.0	2.0	5.0	0.0	0.0	0.0	0.0	6.2747211E7	6.0525681E7	1.3261406E7	1.4348771E7	6380522.0	1.9295947E7	3.1563447E7	6441315.0	6441315.0	2019591.0	1734497.0	
