_DATE	cpuusage_middle	memusage_middle	network_middle	cpuusage_server	memusage_server	network_server	cpuusage_cassandra	memusage_cassandra	network_cassandra	cpuusage_edge1	cpuusage_edge2	memusage_edge1	memusage_edge2	network_edge1	nodecpu61	nodecpu62	nodecpu63	nodecpu64	nodemem64	locustusers	status_200_count1	status_200_count2	status_500_count1	status_500_count2	status_0_count1	status_0_count2	status_other_count1	status_other_count2	percentile_viewfeedresponsetime_edge1	percentile_viewfeedresponsetime_edge2	percentile_addfeedresponsetime_edge1	percentile_addfeedresponsetime_edge2	percentile_deletefeedresponsetime_edge1	percentile_deletefeedresponsetime_edge2	percentile_fetch_middle	percentile_fetchfeeds_middle	percentile_fetchfeeds_middle	percentile_sub_middle	percentile_unsub_middle	
Fri May 12 20:24:00 UTC 2017	998.0	1.222057984E9	1.822489E7	76.0	2.516992E7	247324.75	121.0	1.131618304E9	41448.5078125	194.0	169.0	1.080737792E9	1.093361664E9	3718597.75	0.09549999982118607	0.23000000417232513	0.24375000596046448	0.3540000021457672	0.8052574396133423	600.0	45971.0	45816.0	3887.0	3841.0	9.0	19.0	0.0	0.0	3.82306872E8	3.7667563E8	1.08391953E8	9.4868209E7	9.1328019E7	9.4599975E7	1.24966648E8	6.297126E7	6.297126E7	8049138.0	8450092.0	
Fri May 12 20:23:00 UTC 2017	998.0	1.22167296E9	1.822489E7	75.0	2.588672E7	267950.21875	120.0	1.131655168E9	41448.5078125	194.0	171.0	1.081585664E9	1.094004736E9	3718597.75	0.10599999874830246	0.23549999296665192	0.2397499978542328	0.3557499945163727	0.8050636649131775	600.0	44359.0	44281.0	3505.0	3425.0	3.0	13.0	0.0	0.0	3.82610373E8	3.83790663E8	1.13945919E8	8.0966075E7	8.996816E7	1.08960744E8	1.24848456E8	6.2678402E7	6.2678402E7	8934386.0	9554313.0	
Fri May 12 20:22:00 UTC 2017	994.0	1.221890048E9	1.7993096E7	77.0	2.3691264E7	267950.21875	125.0	1.131188224E9	42348.41015625	194.0	174.0	1.080324096E9	1.093124096E9	3718597.75	0.10450000315904617	0.22949999570846558	0.2397499978542328	0.3477500081062317	0.804699182510376	600.0	42749.0	42689.0	3131.0	3051.0	2.0	12.0	0.0	0.0	3.76908905E8	3.74604054E8	9.1076032E7	9.1434554E7	9.6574401E7	9.3928904E7	1.19046066E8	6.3105214E7	6.3105214E7	9286847.0	9887622.0	
Fri May 12 20:21:00 UTC 2017	993.0	1.221701632E9	1.7993096E7	75.0	2.4420352E7	254078.578125	122.0	1.1309056E9	41852.6015625	193.0	171.0	1.081176064E9	1.093251072E9	3718597.75	0.10249999910593033	0.23899999260902405	0.26374998688697815	0.35374999046325684	0.8045127391815186	584.0	41096.0	41070.0	2801.0	2718.0	2.0	9.0	0.0	0.0	3.14291693E8	3.26575617E8	7.5939391E7	8.7194986E7	8.6201334E7	7.6528192E7	1.12872399E8	6.0103657E7	6.0103657E7	7561831.0	7370244.0	
Fri May 12 20:20:00 UTC 2017	992.0	1.221312512E9	1.8172784E7	75.0	2.5161728E7	254078.578125	121.0	1.130115072E9	41852.6015625	193.0	169.0	1.08130304E9	1.094197248E9	3718880.25	0.0885000005364418	0.2317499965429306	0.2407499998807907	0.3630000054836273	0.8045269250869751	584.0	39432.0	39428.0	2498.0	2413.0	2.0	7.0	0.0	0.0	3.4446683E8	3.73878834E8	8.5660848E7	7.3210896E7	9.1546959E7	8.137343E7	1.13896382E8	6.1468914E7	6.1468914E7	6932764.0	8291995.0	
Fri May 12 20:19:00 UTC 2017	993.0	1.221398528E9	1.8104636E7	75.0	2.44736E7	260201.03125	122.0	1.129746432E9	41880.45703125	196.0	169.0	1.08081152E9	1.093193728E9	3718880.25	0.10975000262260437	0.22849999368190765	0.23800000548362732	0.3577499985694885	0.8040410876274109	584.0	37811.0	37825.0	2137.0	2048.0	2.0	5.0	0.0	0.0	3.54272268E8	3.38671737E8	8.5684103E7	8.3276093E7	9.1336693E7	8.7234103E7	1.22053642E8	6.2649216E7	6.2649216E7	8347353.0	7139801.0	
Fri May 12 20:18:00 UTC 2017	998.0	1.221308416E9	1.8104636E7	75.0	2.3678976E7	257201.296875	125.0	1.129771008E9	41880.45703125	195.0	172.0	1.081655296E9	1.093193728E9	3718880.25	0.10074999928474426	0.2317499965429306	0.24375000596046448	0.35324999690055847	0.8038331270217896	543.0	36172.0	36200.0	1794.0	1734.0	1.0	5.0	0.0	0.0	3.33591911E8	3.58172511E8	8.6938345E7	9.1153772E7	7.7298254E7	8.6142046E7	1.1626738E8	6.2333268E7	6.2333268E7	7271821.0	6975095.0	
Fri May 12 20:17:00 UTC 2017	992.0	1.221656576E9	1.819955E7	75.0	2.4363008E7	257201.296875	122.0	1.129222144E9	41678.81640625	185.0	174.0	1.0816512E9	1.093193728E9	3649268.75	0.09674999862909317	0.23600000143051147	0.2502500116825104	0.35475000739097595	0.8037475347518921	543.0	34520.0	34543.0	1438.0	1440.0	0.0	5.0	0.0	0.0	3.52979883E8	3.23352192E8	8.8683066E7	9.1278231E7	8.9118123E7	9.5449745E7	1.16852204E8	6.214717E7	6.214717E7	8641280.0	7462648.0	
Fri May 12 20:16:00 UTC 2017	988.0	1.221689344E9	1.8079278E7	73.0	2.5829376E7	257201.296875	122.0	1.128890368E9	41384.36328125	181.0	171.0	1.079861248E9	1.094352896E9	3602435.0	0.10225000232458115	0.226500004529953	0.2342499941587448	0.34450000524520874	0.8040592074394226	543.0	32846.0	32913.0	1122.0	1131.0	0.0	3.0	0.0	0.0	3.26685449E8	3.08829035E8	8.2366692E7	8.25021E7	8.6558545E7	8.8170371E7	1.13705971E8	6.0744732E7	6.0744732E7	7141974.0	6107296.0	
Fri May 12 20:15:00 UTC 2017	982.0	1.221218304E9	1.8231188E7	74.0	2.4576E7	257587.828125	126.0	1.128235008E9	41384.36328125	180.0	175.0	1.079857152E9	1.094344704E9	3476583.0	0.1277499943971634	0.23025000095367432	0.23749999701976776	0.3529999852180481	0.8052271008491516	481.0	31259.0	31298.0	826.0	873.0	0.0	2.0	0.0	0.0	3.27596741E8	3.21949876E8	7.4868645E7	7.9305945E7	8.0215806E7	7.4411574E7	1.118849E8	6.0395487E7	6.0395487E7	7167200.0	7174472.0	
